"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"New Hampshire"	"33"	"2015"	"2015"	"45-54 years"	"45-54"	"Female"	"F"	40	103920	38.5
	"New Hampshire"	"33"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	49	101669	48.2
	"New Hampshire"	"33"	"2015"	"2015"	"55-64 years"	"55-64"	"Female"	"F"	12	102376	11.7 (Unreliable)
	"New Hampshire"	"33"	"2015"	"2015"	"55-64 years"	"55-64"	"Male"	"M"	27	99471	27.1
	"New Jersey"	"34"	"1999"	"1999"	"15-19 years"	"15-19"	"Male"	"M"	13	269267	4.8 (Unreliable)
	"New Jersey"	"34"	"1999"	"1999"	"20-24 years"	"20-24"	"Male"	"M"	23	243493	9.4
	"New Jersey"	"34"	"1999"	"1999"	"25-34 years"	"25-34"	"Female"	"F"	27	605611	4.5
	"New Jersey"	"34"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	81	599799	13.5
	"New Jersey"	"34"	"1999"	"1999"	"35-44 years"	"35-44"	"Female"	"F"	64	725132	8.8
	"New Jersey"	"34"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	174	706034	24.6
	"New Jersey"	"34"	"1999"	"1999"	"45-54 years"	"45-54"	"Female"	"F"	28	583442	4.8
	"New Jersey"	"34"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	93	547694	17.0
	"New Jersey"	"34"	"1999"	"1999"	"55-64 years"	"55-64"	"Male"	"M"	11	352541	3.1 (Unreliable)
	"New Jersey"	"34"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	15	271104	5.5 (Unreliable)
	"New Jersey"	"34"	"2000"	"2000"	"20-24 years"	"20-24"	"Male"	"M"	48	244575	19.6
	"New Jersey"	"34"	"2000"	"2000"	"25-34 years"	"25-34"	"Female"	"F"	36	597138	6.0
	"New Jersey"	"34"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	106	591870	17.9
	"New Jersey"	"34"	"2000"	"2000"	"35-44 years"	"35-44"	"Female"	"F"	65	726796	8.9
	"New Jersey"	"34"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	176	708279	24.8
	"New Jersey"	"34"	"2000"	"2000"	"45-54 years"	"45-54"	"Female"	"F"	27	597674	4.5
	"New Jersey"	"34"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	99	561195	17.6
	"New Jersey"	"34"	"2000"	"2000"	"55-64 years"	"55-64"	"Female"	"F"	14	395351	3.5 (Unreliable)
	"New Jersey"	"34"	"2000"	"2000"	"55-64 years"	"55-64"	"Male"	"M"	13	358631	3.6 (Unreliable)
	"New Jersey"	"34"	"2001"	"2001"	"15-19 years"	"15-19"	"Male"	"M"	16	277490	5.8 (Unreliable)
	"New Jersey"	"34"	"2001"	"2001"	"20-24 years"	"20-24"	"Female"	"F"	11	239871	4.6 (Unreliable)
	"New Jersey"	"34"	"2001"	"2001"	"20-24 years"	"20-24"	"Male"	"M"	34	250093	13.6
	"New Jersey"	"34"	"2001"	"2001"	"25-34 years"	"25-34"	"Female"	"F"	37	585297	6.3
	"New Jersey"	"34"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	111	579579	19.2
	"New Jersey"	"34"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	72	729027	9.9
	"New Jersey"	"34"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	189	709444	26.6
	"New Jersey"	"34"	"2001"	"2001"	"45-54 years"	"45-54"	"Female"	"F"	46	620271	7.4
	"New Jersey"	"34"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	126	583808	21.6
	"New Jersey"	"34"	"2001"	"2001"	"55-64 years"	"55-64"	"Male"	"M"	21	369011	5.7
	"New Jersey"	"34"	"2002"	"2002"	"15-19 years"	"15-19"	"Male"	"M"	16	281970	5.7 (Unreliable)
	"New Jersey"	"34"	"2002"	"2002"	"20-24 years"	"20-24"	"Male"	"M"	36	254386	14.2
	"New Jersey"	"34"	"2002"	"2002"	"25-34 years"	"25-34"	"Female"	"F"	40	577794	6.9
	"New Jersey"	"34"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	127	573872	22.1
	"New Jersey"	"34"	"2002"	"2002"	"35-44 years"	"35-44"	"Female"	"F"	89	726118	12.3
	"New Jersey"	"34"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	230	704162	32.7
	"New Jersey"	"34"	"2002"	"2002"	"45-54 years"	"45-54"	"Female"	"F"	59	626186	9.4
	"New Jersey"	"34"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	136	590783	23.0
	"New Jersey"	"34"	"2002"	"2002"	"55-64 years"	"55-64"	"Male"	"M"	23	390822	5.9
	"New Jersey"	"34"	"2002"	"2002"	"75-84 years"	"75-84"	"Male"	"M"	10	159678	6.3 (Unreliable)
	"New Jersey"	"34"	"2003"	"2003"	"20-24 years"	"20-24"	"Male"	"M"	53	258914	20.5
	"New Jersey"	"34"	"2003"	"2003"	"25-34 years"	"25-34"	"Female"	"F"	34	570438	6.0
	"New Jersey"	"34"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	123	567612	21.7
	"New Jersey"	"34"	"2003"	"2003"	"35-44 years"	"35-44"	"Female"	"F"	69	719380	9.6
	"New Jersey"	"34"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	175	695871	25.1
	"New Jersey"	"34"	"2003"	"2003"	"45-54 years"	"45-54"	"Female"	"F"	53	637362	8.3
	"New Jersey"	"34"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	129	601637	21.4
	"New Jersey"	"34"	"2003"	"2003"	"55-64 years"	"55-64"	"Female"	"F"	15	449626	3.3 (Unreliable)
	"New Jersey"	"34"	"2003"	"2003"	"55-64 years"	"55-64"	"Male"	"M"	30	406938	7.4
	"New Jersey"	"34"	"2004"	"2004"	"15-19 years"	"15-19"	"Female"	"F"	13	276552	4.7 (Unreliable)
	"New Jersey"	"34"	"2004"	"2004"	"15-19 years"	"15-19"	"Male"	"M"	15	294517	5.1 (Unreliable)
	"New Jersey"	"34"	"2004"	"2004"	"20-24 years"	"20-24"	"Female"	"F"	16	246080	6.5 (Unreliable)
	"New Jersey"	"34"	"2004"	"2004"	"20-24 years"	"20-24"	"Male"	"M"	26	261571	9.9
	"New Jersey"	"34"	"2004"	"2004"	"25-34 years"	"25-34"	"Female"	"F"	37	563180	6.6
	"New Jersey"	"34"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	86	560527	15.3
	"New Jersey"	"34"	"2004"	"2004"	"35-44 years"	"35-44"	"Female"	"F"	49	710072	6.9
	"New Jersey"	"34"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	132	686463	19.2
	"New Jersey"	"34"	"2004"	"2004"	"45-54 years"	"45-54"	"Female"	"F"	40	649772	6.2
	"New Jersey"	"34"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	100	615436	16.2
	"New Jersey"	"34"	"2004"	"2004"	"55-64 years"	"55-64"	"Female"	"F"	22	465646	4.7
	"New Jersey"	"34"	"2004"	"2004"	"55-64 years"	"55-64"	"Male"	"M"	26	419614	6.2
	"New Jersey"	"34"	"2005"	"2005"	"15-19 years"	"15-19"	"Male"	"M"	18	302449	6.0 (Unreliable)
	"New Jersey"	"34"	"2005"	"2005"	"20-24 years"	"20-24"	"Female"	"F"	17	247102	6.9 (Unreliable)
	"New Jersey"	"34"	"2005"	"2005"	"20-24 years"	"20-24"	"Male"	"M"	45	263232	17.1
	"New Jersey"	"34"	"2005"	"2005"	"25-34 years"	"25-34"	"Female"	"F"	36	554793	6.5
	"New Jersey"	"34"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	130	553401	23.5
	"New Jersey"	"34"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	87	700572	12.4
	"New Jersey"	"34"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	178	676276	26.3
	"New Jersey"	"34"	"2005"	"2005"	"45-54 years"	"45-54"	"Female"	"F"	63	661487	9.5
	"New Jersey"	"34"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	141	628208	22.4
	"New Jersey"	"34"	"2005"	"2005"	"55-64 years"	"55-64"	"Female"	"F"	21	480528	4.4
	"New Jersey"	"34"	"2005"	"2005"	"55-64 years"	"55-64"	"Male"	"M"	46	433623	10.6
	"New Jersey"	"34"	"2006"	"2006"	"15-19 years"	"15-19"	"Male"	"M"	16	307243	5.2 (Unreliable)
	"New Jersey"	"34"	"2006"	"2006"	"20-24 years"	"20-24"	"Female"	"F"	10	248981	4.0 (Unreliable)
	"New Jersey"	"34"	"2006"	"2006"	"20-24 years"	"20-24"	"Male"	"M"	60	266241	22.5
	"New Jersey"	"34"	"2006"	"2006"	"25-34 years"	"25-34"	"Female"	"F"	35	546716	6.4
	"New Jersey"	"34"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	141	544984	25.9
	"New Jersey"	"34"	"2006"	"2006"	"35-44 years"	"35-44"	"Female"	"F"	80	690286	11.6
	"New Jersey"	"34"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	177	664603	26.6
	"New Jersey"	"34"	"2006"	"2006"	"45-54 years"	"45-54"	"Female"	"F"	74	672397	11.0
	"New Jersey"	"34"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	154	640208	24.1
	"New Jersey"	"34"	"2006"	"2006"	"55-64 years"	"55-64"	"Female"	"F"	20	495123	4.0
	"New Jersey"	"34"	"2006"	"2006"	"55-64 years"	"55-64"	"Male"	"M"	37	447202	8.3
	"New Jersey"	"34"	"2007"	"2007"	"20-24 years"	"20-24"	"Female"	"F"	15	251072	6.0 (Unreliable)
	"New Jersey"	"34"	"2007"	"2007"	"20-24 years"	"20-24"	"Male"	"M"	45	267569	16.8
	"New Jersey"	"34"	"2007"	"2007"	"25-34 years"	"25-34"	"Female"	"F"	35	544522	6.4
	"New Jersey"	"34"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	129	544085	23.7
	"New Jersey"	"34"	"2007"	"2007"	"35-44 years"	"35-44"	"Female"	"F"	58	675595	8.6
	"New Jersey"	"34"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	170	649336	26.2
	"New Jersey"	"34"	"2007"	"2007"	"45-54 years"	"45-54"	"Female"	"F"	64	682614	9.4
	"New Jersey"	"34"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	109	650912	16.7
	"New Jersey"	"34"	"2007"	"2007"	"55-64 years"	"55-64"	"Female"	"F"	22	506648	4.3
	"New Jersey"	"34"	"2007"	"2007"	"55-64 years"	"55-64"	"Male"	"M"	36	459093	7.8
	"New Jersey"	"34"	"2007"	"2007"	"75-84 years"	"75-84"	"Female"	"F"	11	244974	4.5 (Unreliable)
	"New Jersey"	"34"	"2008"	"2008"	"15-19 years"	"15-19"	"Male"	"M"	16	311834	5.1 (Unreliable)
	"New Jersey"	"34"	"2008"	"2008"	"20-24 years"	"20-24"	"Female"	"F"	11	253175	4.3 (Unreliable)
	"New Jersey"	"34"	"2008"	"2008"	"20-24 years"	"20-24"	"Male"	"M"	56	270734	20.7
	"New Jersey"	"34"	"2008"	"2008"	"25-34 years"	"25-34"	"Female"	"F"	32	548246	5.8
	"New Jersey"	"34"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	97	548479	17.7
	"New Jersey"	"34"	"2008"	"2008"	"35-44 years"	"35-44"	"Female"	"F"	60	659155	9.1
	"New Jersey"	"34"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	128	633636	20.2
	"New Jersey"	"34"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	77	691641	11.1
	"New Jersey"	"34"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	115	660499	17.4
	"New Jersey"	"34"	"2008"	"2008"	"55-64 years"	"55-64"	"Female"	"F"	22	516240	4.3
	"New Jersey"	"34"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	45	467853	9.6
	"New Jersey"	"34"	"2008"	"2008"	"65-74 years"	"65-74"	"Female"	"F"	11	321307	3.4 (Unreliable)
	"New Jersey"	"34"	"2008"	"2008"	"75-84 years"	"75-84"	"Female"	"F"	10	241250	4.1 (Unreliable)
	"New Jersey"	"34"	"2009"	"2009"	"20-24 years"	"20-24"	"Male"	"M"	32	275079	11.6
	"New Jersey"	"34"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	12	552596	2.2 (Unreliable)
	"New Jersey"	"34"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	48	551013	8.7
	"New Jersey"	"34"	"2009"	"2009"	"35-44 years"	"35-44"	"Female"	"F"	24	642615	3.7
	"New Jersey"	"34"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	32	618037	5.2
	"New Jersey"	"34"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	22	701897	3.1
	"New Jersey"	"34"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	37	668642	5.5
	"New Jersey"	"34"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	14	484788	2.9 (Unreliable)
	"New Jersey"	"34"	"2010"	"2010"	"15-19 years"	"15-19"	"Male"	"M"	15	309344	4.8 (Unreliable)
	"New Jersey"	"34"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	25	261808	9.5
	"New Jersey"	"34"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	59	279430	21.1
	"New Jersey"	"34"	"2010"	"2010"	"25-34 years"	"25-34"	"Female"	"F"	44	556660	7.9
	"New Jersey"	"34"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	131	553141	23.7
	"New Jersey"	"34"	"2010"	"2010"	"35-44 years"	"35-44"	"Female"	"F"	83	631196	13.1
	"New Jersey"	"34"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	119	607101	19.6
	"New Jersey"	"34"	"2010"	"2010"	"45-54 years"	"45-54"	"Female"	"F"	93	706448	13.2
	"New Jersey"	"34"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	157	672748	23.3
	"New Jersey"	"34"	"2010"	"2010"	"55-64 years"	"55-64"	"Female"	"F"	37	546969	6.8
	"New Jersey"	"34"	"2010"	"2010"	"55-64 years"	"55-64"	"Male"	"M"	52	499196	10.4
	"New Jersey"	"34"	"2010"	"2010"	"65-74 years"	"65-74"	"Male"	"M"	19	277270	6.9 (Unreliable)
	"New Jersey"	"34"	"2011"	"2011"	"15-19 years"	"15-19"	"Male"	"M"	24	307711	7.8
	"New Jersey"	"34"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	27	265029	10.2
	"New Jersey"	"34"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	79	283685	27.8
	"New Jersey"	"34"	"2011"	"2011"	"25-34 years"	"25-34"	"Female"	"F"	60	562823	10.7
	"New Jersey"	"34"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	160	563258	28.4
	"New Jersey"	"34"	"2011"	"2011"	"35-44 years"	"35-44"	"Female"	"F"	68	616674	11.0
	"New Jersey"	"34"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	148	595394	24.9
	"New Jersey"	"34"	"2011"	"2011"	"45-54 years"	"45-54"	"Female"	"F"	89	705717	12.6
	"New Jersey"	"34"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	182	672085	27.1
	"New Jersey"	"34"	"2011"	"2011"	"55-64 years"	"55-64"	"Female"	"F"	57	568887	10.0
	"New Jersey"	"34"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	74	520182	14.2
	"New Jersey"	"34"	"2011"	"2011"	"65-74 years"	"65-74"	"Male"	"M"	11	287499	3.8 (Unreliable)
	"New Jersey"	"34"	"2012"	"2012"	"15-19 years"	"15-19"	"Male"	"M"	15	303585	4.9 (Unreliable)
	"New Jersey"	"34"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	22	268905	8.2
	"New Jersey"	"34"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	95	287245	33.1
	"New Jersey"	"34"	"2012"	"2012"	"25-34 years"	"25-34"	"Female"	"F"	66	565466	11.7
	"New Jersey"	"34"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	214	569517	37.6
	"New Jersey"	"34"	"2012"	"2012"	"35-44 years"	"35-44"	"Female"	"F"	85	608164	14.0
	"New Jersey"	"34"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	198	589220	33.6
	"New Jersey"	"34"	"2012"	"2012"	"45-54 years"	"45-54"	"Female"	"F"	113	700636	16.1
	"New Jersey"	"34"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	223	666780	33.4
	"New Jersey"	"34"	"2012"	"2012"	"55-64 years"	"55-64"	"Female"	"F"	49	576110	8.5
	"New Jersey"	"34"	"2012"	"2012"	"55-64 years"	"55-64"	"Male"	"M"	89	528195	16.8
	"New Jersey"	"34"	"2012"	"2012"	"65-74 years"	"65-74"	"Female"	"F"	19	365811	5.2 (Unreliable)
	"New Jersey"	"34"	"2012"	"2012"	"65-74 years"	"65-74"	"Male"	"M"	16	306083	5.2 (Unreliable)
	"New Jersey"	"34"	"2013"	"2013"	"15-19 years"	"15-19"	"Female"	"F"	13	282823	4.6 (Unreliable)
	"New Jersey"	"34"	"2013"	"2013"	"15-19 years"	"15-19"	"Male"	"M"	10	299519	3.3 (Unreliable)
	"New Jersey"	"34"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	40	274357	14.6
	"New Jersey"	"34"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	88	292008	30.1
	"New Jersey"	"34"	"2013"	"2013"	"25-34 years"	"25-34"	"Female"	"F"	95	568116	16.7
	"New Jersey"	"34"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	233	575141	40.5
	"New Jersey"	"34"	"2013"	"2013"	"35-44 years"	"35-44"	"Female"	"F"	76	600944	12.6
	"New Jersey"	"34"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	180	584036	30.8
	"New Jersey"	"34"	"2013"	"2013"	"45-54 years"	"45-54"	"Female"	"F"	131	693074	18.9
	"New Jersey"	"34"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	217	660767	32.8
	"New Jersey"	"34"	"2013"	"2013"	"55-64 years"	"55-64"	"Female"	"F"	38	588572	6.5
	"New Jersey"	"34"	"2013"	"2013"	"55-64 years"	"55-64"	"Male"	"M"	115	540177	21.3
	"New Jersey"	"34"	"2013"	"2013"	"65-74 years"	"65-74"	"Female"	"F"	12	381063	3.1 (Unreliable)
	"New Jersey"	"34"	"2013"	"2013"	"65-74 years"	"65-74"	"Male"	"M"	16	320040	5.0 (Unreliable)
	"New Jersey"	"34"	"2013"	"2013"	"75-84 years"	"75-84"	"Male"	"M"	10	160578	6.2 (Unreliable)
	"New Jersey"	"34"	"2014"	"2014"	"15-19 years"	"15-19"	"Female"	"F"	12	279907	4.3 (Unreliable)
	"New Jersey"	"34"	"2014"	"2014"	"15-19 years"	"15-19"	"Male"	"M"	18	297042	6.1 (Unreliable)
	"New Jersey"	"34"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	23	279598	8.2
	"New Jersey"	"34"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	93	295042	31.5
	"New Jersey"	"34"	"2014"	"2014"	"25-34 years"	"25-34"	"Female"	"F"	79	569650	13.9
	"New Jersey"	"34"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	244	580966	42.0
	"New Jersey"	"34"	"2014"	"2014"	"35-44 years"	"35-44"	"Female"	"F"	87	594992	14.6
	"New Jersey"	"34"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	170	579767	29.3
	"New Jersey"	"34"	"2014"	"2014"	"45-54 years"	"45-54"	"Female"	"F"	111	685376	16.2
	"New Jersey"	"34"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	211	653024	32.3
	"New Jersey"	"34"	"2014"	"2014"	"55-64 years"	"55-64"	"Female"	"F"	65	601044	10.8
	"New Jersey"	"34"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	91	553204	16.4
	"New Jersey"	"34"	"2014"	"2014"	"65-74 years"	"65-74"	"Female"	"F"	17	394931	4.3 (Unreliable)
	"New Jersey"	"34"	"2014"	"2014"	"65-74 years"	"65-74"	"Male"	"M"	13	331901	3.9 (Unreliable)
	"New Jersey"	"34"	"2015"	"2015"	"15-19 years"	"15-19"	"Male"	"M"	11	294882	3.7 (Unreliable)
	"New Jersey"	"34"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	31	280365	11.1
	"New Jersey"	"34"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	106	293669	36.1
	"New Jersey"	"34"	"2015"	"2015"	"25-34 years"	"25-34"	"Female"	"F"	86	570930	15.1
	"New Jersey"	"34"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	298	584319	51.0
	"New Jersey"	"34"	"2015"	"2015"	"35-44 years"	"35-44"	"Female"	"F"	80	588859	13.6
	"New Jersey"	"34"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	238	575103	41.4
	"New Jersey"	"34"	"2015"	"2015"	"45-54 years"	"45-54"	"Female"	"F"	117	677836	17.3
	"New Jersey"	"34"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	235	645984	36.4
	"New Jersey"	"34"	"2015"	"2015"	"55-64 years"	"55-64"	"Female"	"F"	70	613453	11.4
	"New Jersey"	"34"	"2015"	"2015"	"55-64 years"	"55-64"	"Male"	"M"	116	566337	20.5
	"New Jersey"	"34"	"2015"	"2015"	"65-74 years"	"65-74"	"Female"	"F"	15	408758	3.7 (Unreliable)
	"New Jersey"	"34"	"2015"	"2015"	"65-74 years"	"65-74"	"Male"	"M"	20	344679	5.8
	"New Mexico"	"35"	"1999"	"1999"	"20-24 years"	"20-24"	"Male"	"M"	14	60797	23.0 (Unreliable)
	"New Mexico"	"35"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	41	117176	35.0
	"New Mexico"	"35"	"1999"	"1999"	"35-44 years"	"35-44"	"Female"	"F"	30	143832	20.9
	"New Mexico"	"35"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	79	139789	56.5
	"New Mexico"	"35"	"1999"	"1999"	"45-54 years"	"45-54"	"Female"	"F"	14	122245	11.5 (Unreliable)
	"New Mexico"	"35"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	59	116461	50.7
	"New Mexico"	"35"	"2000"	"2000"	"20-24 years"	"20-24"	"Male"	"M"	14	61510	22.8 (Unreliable)
	"New Mexico"	"35"	"2000"	"2000"	"25-34 years"	"25-34"	"Female"	"F"	10	117339	8.5 (Unreliable)
	"New Mexico"	"35"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	32	116760	27.4
	"New Mexico"	"35"	"2000"	"2000"	"35-44 years"	"35-44"	"Female"	"F"	22	143070	15.4
	"New Mexico"	"35"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	74	138791	53.3
	"New Mexico"	"35"	"2000"	"2000"	"45-54 years"	"45-54"	"Female"	"F"	18	125747	14.3 (Unreliable)
	"New Mexico"	"35"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	56	119752	46.8
	"New Mexico"	"35"	"2001"	"2001"	"25-34 years"	"25-34"	"Female"	"F"	12	114691	10.5 (Unreliable)
	"New Mexico"	"35"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	28	114610	24.4
	"New Mexico"	"35"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	37	140576	26.3
	"New Mexico"	"35"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	49	136274	36.0
	"New Mexico"	"35"	"2001"	"2001"	"45-54 years"	"45-54"	"Female"	"F"	30	130899	22.9
	"New Mexico"	"35"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	54	124870	43.2
	"New Mexico"	"35"	"2002"	"2002"	"20-24 years"	"20-24"	"Male"	"M"	11	67750	16.2 (Unreliable)
	"New Mexico"	"35"	"2002"	"2002"	"25-34 years"	"25-34"	"Female"	"F"	12	115571	10.4 (Unreliable)
	"New Mexico"	"35"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	41	115750	35.4
	"New Mexico"	"35"	"2002"	"2002"	"35-44 years"	"35-44"	"Female"	"F"	31	138316	22.4
	"New Mexico"	"35"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	86	134043	64.2
	"New Mexico"	"35"	"2002"	"2002"	"45-54 years"	"45-54"	"Female"	"F"	17	133482	12.7 (Unreliable)
	"New Mexico"	"35"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	58	127233	45.6
	"New Mexico"	"35"	"2003"	"2003"	"20-24 years"	"20-24"	"Male"	"M"	15	71108	21.1 (Unreliable)
	"New Mexico"	"35"	"2003"	"2003"	"25-34 years"	"25-34"	"Female"	"F"	20	116702	17.1
	"New Mexico"	"35"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	53	117498	45.1
	"New Mexico"	"35"	"2003"	"2003"	"35-44 years"	"35-44"	"Female"	"F"	39	136001	28.7
	"New Mexico"	"35"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	79	131631	60.0
	"New Mexico"	"35"	"2003"	"2003"	"45-54 years"	"45-54"	"Female"	"F"	34	136250	25.0
	"New Mexico"	"35"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	57	130083	43.8
	"New Mexico"	"35"	"2003"	"2003"	"55-64 years"	"55-64"	"Female"	"F"	13	96046	13.5 (Unreliable)
	"New Mexico"	"35"	"2003"	"2003"	"55-64 years"	"55-64"	"Male"	"M"	21	89419	23.5
	"New Mexico"	"35"	"2004"	"2004"	"20-24 years"	"20-24"	"Male"	"M"	15	73820	20.3 (Unreliable)
	"New Mexico"	"35"	"2004"	"2004"	"25-34 years"	"25-34"	"Female"	"F"	19	118480	16.0 (Unreliable)
	"New Mexico"	"35"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	32	119559	26.8
	"New Mexico"	"35"	"2004"	"2004"	"35-44 years"	"35-44"	"Female"	"F"	39	134316	29.0
	"New Mexico"	"35"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	60	130512	46.0
	"New Mexico"	"35"	"2004"	"2004"	"45-54 years"	"45-54"	"Female"	"F"	39	138999	28.1
	"New Mexico"	"35"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	56	132485	42.3
	"New Mexico"	"35"	"2004"	"2004"	"55-64 years"	"55-64"	"Female"	"F"	15	101296	14.8 (Unreliable)
	"New Mexico"	"35"	"2004"	"2004"	"55-64 years"	"55-64"	"Male"	"M"	19	94687	20.1 (Unreliable)
	"New Mexico"	"35"	"2005"	"2005"	"20-24 years"	"20-24"	"Male"	"M"	10	74508	13.4 (Unreliable)
	"New Mexico"	"35"	"2005"	"2005"	"25-34 years"	"25-34"	"Female"	"F"	18	120317	15.0 (Unreliable)
	"New Mexico"	"35"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	47	122059	38.5
