"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Utah"	"49"	"2009"	"2009"	478	2723421	17.6	19.1
	"Utah"	"49"	"2010"	"2010"	433	2763885	15.7	16.9
	"Utah"	"49"	"2011"	"2011"	504	2816440	17.9	19.5
	"Utah"	"49"	"2012"	"2012"	601	2856343	21.0	23.1
	"Utah"	"49"	"2013"	"2013"	594	2903685	20.5	22.1
	"Utah"	"49"	"2014"	"2014"	603	2944498	20.5	22.4
	"Utah"	"49"	"2015"	"2015"	646	2995919	21.6	23.4
	"Vermont"	"50"	"1999"	"1999"	29	604683	4.8	4.7
	"Vermont"	"50"	"2000"	"2000"	36	608827	5.9	5.8
	"Vermont"	"50"	"2001"	"2001"	44	612223	7.2	7.1
	"Vermont"	"50"	"2002"	"2002"	47	615442	7.6	7.5
	"Vermont"	"50"	"2003"	"2003"	65	617858	10.5	10.2
	"Vermont"	"50"	"2004"	"2004"	50	619920	8.1	8.0
	"Vermont"	"50"	"2005"	"2005"	53	621215	8.5	8.5
	"Vermont"	"50"	"2006"	"2006"	75	622892	12.0	12.2
	"Vermont"	"50"	"2007"	"2007"	66	623481	10.6	10.8
	"Vermont"	"50"	"2008"	"2008"	73	624151	11.7	10.9
	"Vermont"	"50"	"2009"	"2009"	55	624817	8.8	8.3
	"Vermont"	"50"	"2010"	"2010"	63	625741	10.1	9.7
	"Vermont"	"50"	"2011"	"2011"	83	626687	13.2	12.9
	"Vermont"	"50"	"2012"	"2012"	70	626398	11.2	11.0
	"Vermont"	"50"	"2013"	"2013"	93	627129	14.8	15.1
	"Vermont"	"50"	"2014"	"2014"	83	626767	13.2	14.0
	"Vermont"	"50"	"2015"	"2015"	99	626042	15.8	16.7
	"Virginia"	"51"	"1999"	"1999"	366	7000174	5.2	5.1
	"Virginia"	"51"	"2000"	"2000"	411	7078515	5.8	5.6
	"Virginia"	"51"	"2001"	"2001"	459	7198362	6.4	6.2
	"Virginia"	"51"	"2002"	"2002"	509	7286873	7.0	6.8
	"Virginia"	"51"	"2003"	"2003"	547	7366977	7.4	7.2
	"Virginia"	"51"	"2004"	"2004"	558	7475575	7.5	7.3
	"Virginia"	"51"	"2005"	"2005"	581	7577105	7.7	7.5
	"Virginia"	"51"	"2006"	"2006"	629	7673725	8.2	8.1
	"Virginia"	"51"	"2007"	"2007"	700	7751000	9.0	8.9
	"Virginia"	"51"	"2008"	"2008"	718	7833496	9.2	9.0
	"Virginia"	"51"	"2009"	"2009"	685	7925937	8.6	8.5
	"Virginia"	"51"	"2010"	"2010"	558	8001024	7.0	6.8
	"Virginia"	"51"	"2011"	"2011"	798	8110783	9.8	9.7
	"Virginia"	"51"	"2012"	"2012"	733	8193374	8.9	8.9
	"Virginia"	"51"	"2013"	"2013"	854	8267875	10.3	10.2
	"Virginia"	"51"	"2014"	"2014"	980	8328098	11.8	11.7
	"Virginia"	"51"	"2015"	"2015"	1039	8382993	12.4	12.4
	"Washington"	"53"	"1999"	"1999"	555	5842564	9.5	9.3
	"Washington"	"53"	"2000"	"2000"	556	5894121	9.4	9.2
	"Washington"	"53"	"2001"	"2001"	499	5985722	8.3	8.1
	"Washington"	"53"	"2002"	"2002"	643	6052349	10.6	10.4
	"Washington"	"53"	"2003"	"2003"	696	6104115	11.4	11.1
	"Washington"	"53"	"2004"	"2004"	811	6178645	13.1	12.7
	"Washington"	"53"	"2005"	"2005"	850	6257305	13.6	13.0
	"Washington"	"53"	"2006"	"2006"	897	6370753	14.1	13.6
	"Washington"	"53"	"2007"	"2007"	962	6461587	14.9	14.4
	"Washington"	"53"	"2008"	"2008"	1011	6562231	15.4	14.8
	"Washington"	"53"	"2009"	"2009"	987	6667426	14.8	14.3
	"Washington"	"53"	"2010"	"2010"	916	6724540	13.6	13.1
	"Washington"	"53"	"2011"	"2011"	997	6823229	14.6	14.1
	"Washington"	"53"	"2012"	"2012"	985	6897292	14.3	13.7
	"Washington"	"53"	"2013"	"2013"	969	6973281	13.9	13.4
	"Washington"	"53"	"2014"	"2014"	979	7063166	13.9	13.3
	"Washington"	"53"	"2015"	"2015"	1094	7170351	15.3	14.8
	"West Virginia"	"54"	"1999"	"1999"	75	1811799	4.1	4.1
	"West Virginia"	"54"	"2000"	"2000"	113	1808344	6.2	6.2
	"West Virginia"	"54"	"2001"	"2001"	206	1801481	11.4	11.5
	"West Virginia"	"54"	"2002"	"2002"	229	1805414	12.7	13.0
	"West Virginia"	"54"	"2003"	"2003"	262	1812295	14.5	15.1
	"West Virginia"	"54"	"2004"	"2004"	333	1816438	18.3	18.8
	"West Virginia"	"54"	"2005"	"2005"	184	1820492	10.1	10.5
	"West Virginia"	"54"	"2006"	"2006"	362	1827912	19.8	20.4
	"West Virginia"	"54"	"2007"	"2007"	397	1834052	21.6	22.5
	"West Virginia"	"54"	"2008"	"2008"	459	1840310	24.9	25.8
	"West Virginia"	"54"	"2009"	"2009"	226	1847775	12.2	12.4
	"West Virginia"	"54"	"2010"	"2010"	512	1852994	27.6	28.9
	"West Virginia"	"54"	"2011"	"2011"	635	1854948	34.2	36.3
	"West Virginia"	"54"	"2012"	"2012"	558	1856283	30.1	32.0
	"West Virginia"	"54"	"2013"	"2013"	570	1852985	30.8	32.2
	"West Virginia"	"54"	"2014"	"2014"	627	1848751	33.9	35.6
	"West Virginia"	"54"	"2015"	"2015"	725	1844128	39.3	41.5
	"Wisconsin"	"55"	"1999"	"1999"	212	5332666	4.0	4.0
	"Wisconsin"	"55"	"2000"	"2000"	248	5363675	4.6	4.6
	"Wisconsin"	"55"	"2001"	"2001"	269	5406835	5.0	4.9
	"Wisconsin"	"55"	"2002"	"2002"	340	5445162	6.2	6.2
	"Wisconsin"	"55"	"2003"	"2003"	383	5479203	7.0	7.0
	"Wisconsin"	"55"	"2004"	"2004"	437	5514026	7.9	7.9
	"Wisconsin"	"55"	"2005"	"2005"	518	5546166	9.3	9.3
	"Wisconsin"	"55"	"2006"	"2006"	593	5577655	10.6	10.6
	"Wisconsin"	"55"	"2007"	"2007"	622	5610775	11.1	11.1
	"Wisconsin"	"55"	"2008"	"2008"	606	5640996	10.7	10.6
	"Wisconsin"	"55"	"2009"	"2009"	631	5669264	11.1	10.9
	"Wisconsin"	"55"	"2010"	"2010"	630	5686986	11.1	10.9
	"Wisconsin"	"55"	"2011"	"2011"	698	5709720	12.2	12.1
	"Wisconsin"	"55"	"2012"	"2012"	692	5726422	12.1	12.2
	"Wisconsin"	"55"	"2013"	"2013"	856	5743653	14.9	15.0
	"Wisconsin"	"55"	"2014"	"2014"	853	5759432	14.8	15.0
	"Wisconsin"	"55"	"2015"	"2015"	878	5771337	15.2	15.5
	"Wyoming"	"56"	"1999"	"1999"	20	491780	4.1	4.1
	"Wyoming"	"56"	"2000"	"2000"	22	493782	4.5	4.6
	"Wyoming"	"56"	"2001"	"2001"	22	494657	4.4	4.5
	"Wyoming"	"56"	"2002"	"2002"	34	500017	6.8	6.9
	"Wyoming"	"56"	"2003"	"2003"	30	503453	6.0	5.9
	"Wyoming"	"56"	"2004"	"2004"	46	509106	9.0	9.1
	"Wyoming"	"56"	"2005"	"2005"	26	514157	5.1	4.9
	"Wyoming"	"56"	"2006"	"2006"	55	522667	10.5	10.6
	"Wyoming"	"56"	"2007"	"2007"	63	534876	11.8	12.3
	"Wyoming"	"56"	"2008"	"2008"	74	546043	13.6	14.1
	"Wyoming"	"56"	"2009"	"2009"	60	559851	10.7	10.9
	"Wyoming"	"56"	"2010"	"2010"	85	563626	15.1	15.0
	"Wyoming"	"56"	"2011"	"2011"	85	567768	15.0	15.2
	"Wyoming"	"56"	"2012"	"2012"	98	577080	17.0	16.8
	"Wyoming"	"56"	"2013"	"2013"	98	583131	16.8	17.3
	"Wyoming"	"56"	"2014"	"2014"	109	584304	18.7	19.4
	"Wyoming"	"56"	"2015"	"2015"	96	586107	16.4	16.5
"---"
"Dataset: Compressed Mortality, 1999-2015"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Age Group: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Groups: Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X40),"
"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere"
"classified (X41), Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere"
"classified (X42), Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system (X43), Accidental"
"poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X44), Intentional"
"self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X60), Intentional self-poisoning by and"
"exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X61),"
"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X62),"
"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system (X63), Intentional"
"self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X64), Assault by drugs,"
"medicaments and biological substances (X85), Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics,"
"undetermined intent (Y10), Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic"
"drugs, not elsewhere classified, undetermined intent (Y11), Poisoning by and exposure to narcotics and psychodysleptics"
"[hallucinogens], not elsewhere classified, undetermined intent (Y12), Poisoning by and exposure to other drugs acting on the"
"autonomic nervous system, undetermined intent (Y13), Poisoning by and exposure to other and unspecified drugs, medicaments and"
"biological substances, undetermined intent (Y14)"
"Race: All"
"States: All"
"Year: All, 1999 to 2015"
"Group By: State, Year"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Dec 9, 2017 10:16:19 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1999-2015 on CDC WONDER Online Database, released December 2016. Data are from the Compressed Mortality File 1999-2015 Series 20"
"No. 2U, 2016, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Dec 9, 2017 10:16:19 AM"
"---"
Caveats:
"1. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"2. About sub-national population figures for regions, divisions, states and counties: population figures for 1999 are from the"
"1990-1999 series of bridged-race intercensal estimates of the July 1 resident population; population figures for 2000 and 2010"
"are bridged-race April 1 census counts; population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race"
"intercensal estimates of the July 1 resident population; and population figures for 2011-2015 are bridged-race postcensal"
"estimates of the July 1 resident population, from the Vintage 2015 series released by NCHS on June 28, 2016."
"3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"4. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2000 Standard Population."
"5. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Age-Adjusted Rates."
"6. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"7. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#ICD-10 Changes."
"8. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2014-Revision."
"9. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/cmf.html#California-Reporting-Anomalies."
"10. Circumstances in Georgia for the years 2008-2009 have resulted in unusually high death counts for the ICD-10 cause of death"
"code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data. More"
"information: http://wonder.cdc.gov/wonder/help/cmf.html#Georgia-Reporting-Anomalies."
"11. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death"
"code R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10"
"codes, most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/cmf.html#New-Jersey-Reporting-Anomalies."
