"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Causes"	"Drug/Alcohol Induced Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	% of Total Deaths
	"Gasconade County, MO"	"29073"	"2015"	"2015"	"All Other Causes"	"O"	208	14858	1399.9	1209.7	1590.2	810.4	695.9	924.9	0.0%
	"Gentry County, MO"	"29075"	"2015"	"2015"	"All Other Causes"	"O"	75	6692	1120.7	881.5	1404.9	697.4	541.5	884.1	0.0%
	"Greene County, MO"	"29077"	"2015"	"2015"	"Drug-Induced Causes"	"D"	92	288072	31.9	25.7	39.2	32.9	26.3	40.6	0.0%
	"Greene County, MO"	"29077"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	37	288072	12.8	9.0	17.7	11.4	8.0	15.9	0.0%
	"Greene County, MO"	"29077"	"2015"	"2015"	"All Other Causes"	"O"	2730	288072	947.7	912.1	983.2	776.3	746.6	806.0	0.1%
	"Grundy County, MO"	"29079"	"2015"	"2015"	"All Other Causes"	"O"	152	10097	1505.4	1266.1	1744.7	960.9	798.4	1123.4	0.0%
	"Harrison County, MO"	"29081"	"2015"	"2015"	"All Other Causes"	"O"	113	8615	1311.7	1069.8	1553.5	777.1	625.6	928.7	0.0%
	"Henry County, MO"	"29083"	"2015"	"2015"	"All Other Causes"	"O"	330	21737	1518.1	1354.3	1681.9	1038.4	922.4	1154.4	0.0%
	"Hickory County, MO"	"29085"	"2015"	"2015"	"All Other Causes"	"O"	158	9201	1717.2	1449.4	1985.0	959.7	779.4	1140.0	0.0%
	"Holt County, MO"	"29087"	"2015"	"2015"	"All Other Causes"	"O"	65	4484	1449.6	1118.8	1847.6	784.9	594.5	1017.0	0.0%
	"Howard County, MO"	"29089"	"2015"	"2015"	"All Other Causes"	"O"	95	10139	937.0	758.1	1145.4	733.1	589.5	901.1	0.0%
	"Howell County, MO"	"29091"	"2015"	"2015"	"All Other Causes"	"O"	528	40117	1316.2	1203.9	1428.4	957.4	873.9	1040.9	0.0%
	"Iron County, MO"	"29093"	"2015"	"2015"	"All Other Causes"	"O"	160	10125	1580.2	1335.4	1825.1	1146.4	962.8	1330.0	0.0%
	"Jackson County, MO"	"29095"	"2015"	"2015"	"Drug-Induced Causes"	"D"	133	687623	19.3	16.1	22.6	18.4	15.2	21.7	0.0%
	"Jackson County, MO"	"29095"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	69	687623	10.0	7.8	12.7	9.3	7.2	11.8	0.0%
	"Jackson County, MO"	"29095"	"2015"	"2015"	"All Other Causes"	"O"	6139	687623	892.8	870.5	915.1	804.2	783.7	824.6	0.2%
	"Jasper County, MO"	"29097"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	11	118596	Unreliable	4.6	16.6	Unreliable	4.8	17.3	0.0%
	"Jasper County, MO"	"29097"	"2015"	"2015"	"All Other Causes"	"O"	1091	118596	919.9	865.3	974.5	829.5	779.7	879.2	0.0%
	"Jefferson County, MO"	"29099"	"2015"	"2015"	"Drug-Induced Causes"	"D"	66	224124	29.4	22.8	37.5	30.2	23.3	38.6	0.0%
	"Jefferson County, MO"	"29099"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	14	224124	Unreliable	3.4	10.5	Unreliable	3.0	9.8	0.0%
	"Jefferson County, MO"	"29099"	"2015"	"2015"	"All Other Causes"	"O"	1900	224124	847.7	809.6	885.9	833.2	794.7	871.8	0.1%
	"Johnson County, MO"	"29101"	"2015"	"2015"	"All Other Causes"	"O"	443	53951	821.1	744.7	897.6	872.4	790.1	954.7	0.0%
	"Knox County, MO"	"29103"	"2015"	"2015"	"All Other Causes"	"O"	47	3910	1202.0	883.2	1598.5	774.9	560.8	1043.8	0.0%
	"Laclede County, MO"	"29105"	"2015"	"2015"	"All Other Causes"	"O"	406	35473	1144.5	1033.2	1255.9	926.5	835.2	1017.7	0.0%
	"Lafayette County, MO"	"29107"	"2015"	"2015"	"All Other Causes"	"O"	395	32701	1207.9	1088.8	1327.0	854.3	767.0	941.6	0.0%
	"Lawrence County, MO"	"29109"	"2015"	"2015"	"All Other Causes"	"O"	431	38180	1128.9	1022.3	1235.4	843.8	762.1	925.4	0.0%
	"Lewis County, MO"	"29111"	"2015"	"2015"	"All Other Causes"	"O"	128	10207	1254.0	1036.8	1471.3	882.5	726.7	1038.3	0.0%
	"Lincoln County, MO"	"29113"	"2015"	"2015"	"Drug-Induced Causes"	"D"	14	54696	Unreliable	14.0	42.9	Unreliable	14.3	43.9	0.0%
	"Lincoln County, MO"	"29113"	"2015"	"2015"	"All Other Causes"	"O"	488	54696	892.2	813.0	971.4	911.8	829.3	994.3	0.0%
	"Linn County, MO"	"29115"	"2015"	"2015"	"All Other Causes"	"O"	184	12308	1495.0	1279.0	1711.0	961.1	815.0	1107.2	0.0%
	"Livingston County, MO"	"29117"	"2015"	"2015"	"All Other Causes"	"O"	191	15028	1271.0	1090.7	1451.2	809.7	689.2	930.3	0.0%
	"McDonald County, MO"	"29119"	"2015"	"2015"	"All Other Causes"	"O"	232	22643	1024.6	892.8	1156.4	992.8	860.9	1124.6	0.0%
	"Macon County, MO"	"29121"	"2015"	"2015"	"All Other Causes"	"O"	201	15335	1310.7	1129.5	1491.9	840.8	718.0	963.5	0.0%
	"Madison County, MO"	"29123"	"2015"	"2015"	"All Other Causes"	"O"	172	12408	1386.2	1179.0	1593.4	1028.0	870.1	1185.8	0.0%
	"Maries County, MO"	"29125"	"2015"	"2015"	"All Other Causes"	"O"	100	8963	1115.7	897.0	1334.4	791.6	632.6	950.5	0.0%
	"Marion County, MO"	"29127"	"2015"	"2015"	"All Other Causes"	"O"	332	28880	1149.6	1025.9	1273.2	845.5	751.9	939.0	0.0%
	"Mercer County, MO"	"29129"	"2015"	"2015"	"All Other Causes"	"O"	43	3694	1164.0	842.4	1568.0	699.9	497.7	956.7	0.0%
	"Miller County, MO"	"29131"	"2015"	"2015"	"All Other Causes"	"O"	309	25113	1230.4	1093.2	1367.6	915.3	810.4	1020.2	0.0%
	"Mississippi County, MO"	"29133"	"2015"	"2015"	"All Other Causes"	"O"	152	14036	1082.9	910.8	1255.1	874.6	733.8	1015.4	0.0%
	"Moniteau County, MO"	"29135"	"2015"	"2015"	"All Other Causes"	"O"	141	15963	883.3	737.5	1029.1	726.8	605.5	848.0	0.0%
	"Monroe County, MO"	"29137"	"2015"	"2015"	"All Other Causes"	"O"	97	8583	1130.1	916.5	1378.7	727.1	584.0	894.8	0.0%
	"Montgomery County, MO"	"29139"	"2015"	"2015"	"All Other Causes"	"O"	150	11703	1281.7	1076.6	1486.8	818.5	681.7	955.2	0.0%
	"Morgan County, MO"	"29141"	"2015"	"2015"	"All Other Causes"	"O"	281	20171	1393.1	1230.2	1556.0	873.9	766.8	981.1	0.0%
	"New Madrid County, MO"	"29143"	"2015"	"2015"	"All Other Causes"	"O"	217	18208	1191.8	1033.2	1350.4	917.4	792.0	1042.9	0.0%
	"Newton County, MO"	"29145"	"2015"	"2015"	"All Other Causes"	"O"	634	58615	1081.6	997.4	1165.8	865.2	796.5	933.9	0.0%
	"Nodaway County, MO"	"29147"	"2015"	"2015"	"All Other Causes"	"O"	200	22810	876.8	755.3	998.3	750.5	642.8	858.1	0.0%
	"Oregon County, MO"	"29149"	"2015"	"2015"	"All Other Causes"	"O"	148	10953	1351.2	1133.5	1568.9	868.0	723.2	1012.8	0.0%
	"Osage County, MO"	"29151"	"2015"	"2015"	"All Other Causes"	"O"	121	13628	887.9	729.7	1046.1	667.0	546.3	787.7	0.0%
	"Ozark County, MO"	"29153"	"2015"	"2015"	"All Other Causes"	"O"	118	9409	1254.1	1027.8	1480.4	704.8	569.8	839.8	0.0%
	"Pemiscot County, MO"	"29155"	"2015"	"2015"	"All Other Causes"	"O"	246	17482	1407.2	1231.3	1583.0	1175.5	1025.6	1325.3	0.0%
	"Perry County, MO"	"29157"	"2015"	"2015"	"All Other Causes"	"O"	192	19183	1000.9	859.3	1142.5	724.0	619.7	828.4	0.0%
	"Pettis County, MO"	"29159"	"2015"	"2015"	"All Other Causes"	"O"	424	42255	1003.4	907.9	1098.9	810.0	731.0	888.9	0.0%
	"Phelps County, MO"	"29161"	"2015"	"2015"	"All Other Causes"	"O"	473	44794	1055.9	960.8	1151.1	911.3	827.9	994.7	0.0%
	"Pike County, MO"	"29163"	"2015"	"2015"	"All Other Causes"	"O"	205	18348	1117.3	964.3	1270.2	882.8	760.5	1005.0	0.0%
	"Platte County, MO"	"29165"	"2015"	"2015"	"Drug-Induced Causes"	"D"	11	96096	Unreliable	5.7	20.5	Unreliable	5.7	20.5	0.0%
	"Platte County, MO"	"29165"	"2015"	"2015"	"All Other Causes"	"O"	648	96096	674.3	622.4	726.2	661.9	609.8	714.1	0.0%
	"Polk County, MO"	"29167"	"2015"	"2015"	"All Other Causes"	"O"	330	31229	1056.7	942.7	1170.7	831.1	739.1	923.2	0.0%
	"Pulaski County, MO"	"29169"	"2015"	"2015"	"Drug-Induced Causes"	"D"	13	53221	Unreliable	13.0	41.8	Unreliable	15.2	51.5	0.0%
	"Pulaski County, MO"	"29169"	"2015"	"2015"	"All Other Causes"	"O"	295	53221	554.3	491.0	617.5	880.4	777.7	983.2	0.0%
	"Putnam County, MO"	"29171"	"2015"	"2015"	"All Other Causes"	"O"	59	4858	1214.5	924.5	1566.6	722.6	541.3	945.2	0.0%
	"Ralls County, MO"	"29173"	"2015"	"2015"	"All Other Causes"	"O"	104	10196	1020.0	824.0	1216.0	741.6	593.7	889.4	0.0%
	"Randolph County, MO"	"29175"	"2015"	"2015"	"All Other Causes"	"O"	285	25104	1135.3	1003.5	1267.1	930.4	821.1	1039.7	0.0%
	"Ray County, MO"	"29177"	"2015"	"2015"	"All Other Causes"	"O"	231	22810	1012.7	882.1	1143.3	788.0	684.3	891.7	0.0%
	"Reynolds County, MO"	"29179"	"2015"	"2015"	"All Other Causes"	"O"	92	6432	1430.3	1153.1	1754.2	942.1	748.2	1171.0	0.0%
	"Ripley County, MO"	"29181"	"2015"	"2015"	"All Other Causes"	"O"	197	13802	1427.3	1228.0	1626.6	1008.1	863.0	1153.2	0.0%
	"St. Charles County, MO"	"29183"	"2015"	"2015"	"Drug-Induced Causes"	"D"	66	385590	17.1	13.2	21.8	17.6	13.6	22.4	0.0%
	"St. Charles County, MO"	"29183"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	16	385590	Unreliable	2.4	6.7	Unreliable	2.1	6.2	0.0%
	"St. Charles County, MO"	"29183"	"2015"	"2015"	"All Other Causes"	"O"	2664	385590	690.9	664.7	717.1	653.4	628.3	678.5	0.1%
	"St. Clair County, MO"	"29185"	"2015"	"2015"	"All Other Causes"	"O"	159	9440	1684.3	1422.5	1946.1	955.6	795.7	1115.5	0.0%
	"Ste. Genevieve County, MO"	"29186"	"2015"	"2015"	"All Other Causes"	"O"	194	17919	1082.6	930.3	1235.0	797.6	683.5	911.7	0.0%
	"St. Francois County, MO"	"29187"	"2015"	"2015"	"Drug-Induced Causes"	"D"	20	66520	30.1	18.4	46.4	28.4	17.1	44.3	0.0%
	"St. Francois County, MO"	"29187"	"2015"	"2015"	"All Other Causes"	"O"	754	66520	1133.5	1052.6	1214.4	966.9	897.2	1036.6	0.0%
	"St. Louis County, MO"	"29189"	"2015"	"2015"	"Drug-Induced Causes"	"D"	168	1003362	16.7	14.2	19.3	18.2	15.4	21.0	0.0%
	"St. Louis County, MO"	"29189"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	74	1003362	7.4	5.8	9.3	6.8	5.2	8.6	0.0%
	"St. Louis County, MO"	"29189"	"2015"	"2015"	"All Other Causes"	"O"	9740	1003362	970.7	951.5	990.0	712.8	698.2	727.4	0.4%
	"Saline County, MO"	"29195"	"2015"	"2015"	"All Other Causes"	"O"	235	23258	1010.4	881.2	1139.6	719.6	624.6	814.6	0.0%
	"Schuyler County, MO"	"29197"	"2015"	"2015"	"All Other Causes"	"O"	58	4436	1307.5	992.8	1690.2	892.9	674.5	1159.4	0.0%
	"Scotland County, MO"	"29199"	"2015"	"2015"	"All Other Causes"	"O"	80	4854	1648.1	1306.9	2051.2	1066.4	835.9	1340.9	0.0%
	"Scott County, MO"	"29201"	"2015"	"2015"	"Drug-Induced Causes"	"D"	11	39008	Unreliable	14.1	50.5	Unreliable	15.3	55.0	0.0%
	"Scott County, MO"	"29201"	"2015"	"2015"	"All Other Causes"	"O"	410	39008	1051.1	949.3	1152.8	851.3	767.5	935.1	0.0%
	"Shannon County, MO"	"29203"	"2015"	"2015"	"All Other Causes"	"O"	84	8258	1017.2	811.4	1259.4	746.9	589.5	933.5	0.0%
	"Shelby County, MO"	"29205"	"2015"	"2015"	"All Other Causes"	"O"	84	6128	1370.8	1093.4	1697.1	799.3	632.8	996.2	0.0%
	"Stoddard County, MO"	"29207"	"2015"	"2015"	"All Other Causes"	"O"	427	29862	1429.9	1294.3	1565.5	1005.7	907.9	1103.5	0.0%
	"Stone County, MO"	"29209"	"2015"	"2015"	"All Other Causes"	"O"	356	30943	1150.5	1031.0	1270.0	703.0	623.0	783.0	0.0%
	"Sullivan County, MO"	"29211"	"2015"	"2015"	"All Other Causes"	"O"	66	6353	1038.9	803.5	1321.7	752.0	580.4	958.5	0.0%
	"Taney County, MO"	"29213"	"2015"	"2015"	"All Other Causes"	"O"	608	54592	1113.7	1025.2	1202.2	839.7	770.8	908.5	0.0%
	"Texas County, MO"	"29215"	"2015"	"2015"	"All Other Causes"	"O"	317	25690	1233.9	1098.1	1369.8	877.2	777.4	977.0	0.0%
	"Vernon County, MO"	"29217"	"2015"	"2015"	"All Other Causes"	"O"	268	20826	1286.9	1132.8	1440.9	973.0	853.4	1092.6	0.0%
	"Warren County, MO"	"29219"	"2015"	"2015"	"Drug-Induced Causes"	"D"	11	33513	Unreliable	16.4	58.7	Unreliable	19.8	71.1	0.0%
	"Warren County, MO"	"29219"	"2015"	"2015"	"All Other Causes"	"O"	277	33513	826.5	729.2	923.9	699.2	615.1	783.2	0.0%
	"Washington County, MO"	"29221"	"2015"	"2015"	"All Other Causes"	"O"	282	24788	1137.6	1004.9	1270.4	978.1	860.8	1095.3	0.0%
	"Wayne County, MO"	"29223"	"2015"	"2015"	"All Other Causes"	"O"	195	13405	1454.7	1250.5	1658.9	977.0	834.7	1119.3	0.0%
	"Webster County, MO"	"29225"	"2015"	"2015"	"Drug-Induced Causes"	"D"	13	37483	Unreliable	18.5	59.3	Unreliable	21.3	68.4	0.0%
	"Webster County, MO"	"29225"	"2015"	"2015"	"All Other Causes"	"O"	339	37483	904.4	808.1	1000.7	825.8	736.9	914.8	0.0%
	"Worth County, MO"	"29227"	"2015"	"2015"	"All Other Causes"	"O"	31	2057	1507.0	1024.0	2139.1	770.8	503.5	1129.4	0.0%
	"Wright County, MO"	"29229"	"2015"	"2015"	"All Other Causes"	"O"	206	18268	1127.7	973.7	1281.6	806.5	693.3	919.7	0.0%
	"St. Louis city, MO"	"29510"	"2015"	"2015"	"Drug-Induced Causes"	"D"	108	315685	34.2	27.8	40.7	31.5	25.3	37.6	0.0%
	"St. Louis city, MO"	"29510"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	53	315685	16.8	12.6	22.0	14.8	11.0	19.5	0.0%
	"St. Louis city, MO"	"29510"	"2015"	"2015"	"All Other Causes"	"O"	2804	315685	888.2	855.4	921.1	892.9	858.9	926.8	0.1%
	"Beaverhead County, MT"	"30001"	"2015"	"2015"	"All Other Causes"	"O"	81	9300	871.0	691.7	1082.5	621.4	488.8	779.0	0.0%
	"Big Horn County, MT"	"30003"	"2015"	"2015"	"All Other Causes"	"O"	127	13242	959.1	792.3	1125.9	1101.3	902.4	1300.3	0.0%
	"Blaine County, MT"	"30005"	"2015"	"2015"	"All Other Causes"	"O"	68	6577	1033.9	802.9	1310.7	964.0	744.0	1228.6	0.0%
	"Broadwater County, MT"	"30007"	"2015"	"2015"	"All Other Causes"	"O"	60	5689	1054.7	804.8	1357.6	743.1	559.8	967.2	0.0%
	"Carbon County, MT"	"30009"	"2015"	"2015"	"All Other Causes"	"O"	104	10408	999.2	807.2	1191.3	653.9	520.2	787.7	0.0%
	"Cascade County, MT"	"30013"	"2015"	"2015"	"Drug-Induced Causes"	"D"	11	82278	Unreliable	6.7	23.9	Unreliable	7.7	29.5	0.0%
	"Cascade County, MT"	"30013"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	19	82278	Unreliable	13.9	36.1	Unreliable	12.4	34.0	0.0%
	"Cascade County, MT"	"30013"	"2015"	"2015"	"All Other Causes"	"O"	839	82278	1019.7	950.7	1088.7	771.2	717.6	824.8	0.0%
	"Chouteau County, MT"	"30015"	"2015"	"2015"	"All Other Causes"	"O"	51	5767	884.3	658.5	1162.8	660.1	485.0	877.7	0.0%
	"Custer County, MT"	"30017"	"2015"	"2015"	"All Other Causes"	"O"	155	12135	1277.3	1076.2	1478.4	807.8	676.5	939.2	0.0%
	"Daniels County, MT"	"30019"	"2015"	"2015"	"All Other Causes"	"O"	23	1760	1306.8	828.4	1960.9	621.1	355.0	1008.6	0.0%
	"Dawson County, MT"	"30021"	"2015"	"2015"	"All Other Causes"	"O"	110	9625	1142.9	929.3	1356.4	825.4	666.9	983.8	0.0%
	"Deer Lodge County, MT"	"30023"	"2015"	"2015"	"All Other Causes"	"O"	125	9139	1367.8	1128.0	1607.5	926.7	753.0	1100.3	0.0%
	"Fallon County, MT"	"30025"	"2015"	"2015"	"All Other Causes"	"O"	36	3190	1128.5	790.4	1562.4	862.0	593.4	1210.6	0.0%
	"Fergus County, MT"	"30027"	"2015"	"2015"	"All Other Causes"	"O"	161	11427	1408.9	1191.3	1626.6	787.7	657.3	918.2	0.0%
	"Flathead County, MT"	"30029"	"2015"	"2015"	"Drug-Induced Causes"	"D"	12	96165	Unreliable	6.4	21.8	Unreliable	6.2	22.3	0.0%
	"Flathead County, MT"	"30029"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	13	96165	Unreliable	7.2	23.1	Unreliable	5.5	19.8	0.0%
	"Flathead County, MT"	"30029"	"2015"	"2015"	"All Other Causes"	"O"	897	96165	932.8	871.7	993.8	738.2	688.6	787.7	0.0%
	"Gallatin County, MT"	"30031"	"2015"	"2015"	"All Other Causes"	"O"	499	100739	495.3	451.9	538.8	553.9	504.0	603.7	0.0%
	"Garfield County, MT"	"30033"	"2015"	"2015"	"All Other Causes"	"O"	21	1314	1598.2	989.3	2443.0	1173.6	706.6	1832.7	0.0%
	"Glacier County, MT"	"30035"	"2015"	"2015"	"All Other Causes"	"O"	123	13647	901.3	742.0	1060.6	986.0	807.8	1164.2	0.0%
	"Granite County, MT"	"30039"	"2015"	"2015"	"All Other Causes"	"O"	30	3240	925.9	624.7	1321.8	527.9	326.8	806.9	0.0%
	"Hill County, MT"	"30041"	"2015"	"2015"	"All Other Causes"	"O"	154	16572	929.3	782.5	1076.0	833.4	699.2	967.6	0.0%
	"Jefferson County, MT"	"30043"	"2015"	"2015"	"All Other Causes"	"O"	112	11645	961.8	783.7	1139.9	814.4	655.1	973.7	0.0%
	"Judith Basin County, MT"	"30045"	"2015"	"2015"	"All Other Causes"	"O"	17	1926	Unreliable	514.2	1413.2	Unreliable	328.6	968.2	0.0%
	"Lake County, MT"	"30047"	"2015"	"2015"	"All Other Causes"	"O"	317	29457	1076.1	957.7	1194.6	795.1	703.7	886.5	0.0%
	"Lewis and Clark County, MT"	"30049"	"2015"	"2015"	"Drug-Induced Causes"	"D"	14	66418	Unreliable	11.5	35.4	Unreliable	10.3	33.1	0.0%
	"Lewis and Clark County, MT"	"30049"	"2015"	"2015"	"All Other Causes"	"O"	578	66418	870.2	799.3	941.2	687.1	629.3	744.9	0.0%
	"Liberty County, MT"	"30051"	"2015"	"2015"	"All Other Causes"	"O"	28	2408	1162.8	772.7	1680.6	604.8	387.5	899.9	0.0%
	"Lincoln County, MT"	"30053"	"2015"	"2015"	"All Other Causes"	"O"	257	19052	1348.9	1184.0	1513.9	846.8	735.6	958.1	0.0%
	"McCone County, MT"	"30055"	"2015"	"2015"	"All Other Causes"	"O"	16	1683	Unreliable	543.4	1543.9	Unreliable	316.3	932.0	0.0%
	"Madison County, MT"	"30057"	"2015"	"2015"	"All Other Causes"	"O"	77	7915	972.8	767.7	1215.9	510.0	397.6	644.3	0.0%
	"Meagher County, MT"	"30059"	"2015"	"2015"	"All Other Causes"	"O"	28	1830	1530.1	1016.7	2211.4	768.4	510.6	1110.6	0.0%
	"Mineral County, MT"	"30061"	"2015"	"2015"	"All Other Causes"	"O"	68	4251	1599.6	1242.2	2027.9	918.4	693.7	1192.6	0.0%
	"Missoula County, MT"	"30063"	"2015"	"2015"	"Drug-Induced Causes"	"D"	17	114181	Unreliable	8.7	23.8	Unreliable	7.6	21.6	0.0%
	"Missoula County, MT"	"30063"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	16	114181	Unreliable	8.0	22.8	Unreliable	7.6	22.4	0.0%
	"Missoula County, MT"	"30063"	"2015"	"2015"	"All Other Causes"	"O"	848	114181	742.7	692.7	792.7	699.8	651.7	747.9	0.0%
	"Musselshell County, MT"	"30065"	"2015"	"2015"	"All Other Causes"	"O"	50	4582	1091.2	809.9	1438.7	727.3	528.4	976.3	0.0%
	"Park County, MT"	"30067"	"2015"	"2015"	"All Other Causes"	"O"	151	15972	945.4	794.6	1096.2	689.0	574.6	803.3	0.0%
	"Phillips County, MT"	"30071"	"2015"	"2015"	"All Other Causes"	"O"	43	4169	1031.4	746.4	1389.3	650.9	462.8	889.8	0.0%
	"Pondera County, MT"	"30073"	"2015"	"2015"	"All Other Causes"	"O"	55	6184	889.4	670.0	1157.7	593.4	437.6	786.8	0.0%
	"Powder River County, MT"	"30075"	"2015"	"2015"	"All Other Causes"	"O"	24	1773	1353.6	867.3	2014.1	674.6	406.2	1053.5	0.0%
	"Powell County, MT"	"30077"	"2015"	"2015"	"All Other Causes"	"O"	70	6840	1023.4	797.8	1293.0	728.4	564.5	925.0	0.0%
	"Prairie County, MT"	"30079"	"2015"	"2015"	"All Other Causes"	"O"	15	1160	Unreliable	723.7	2132.8	Unreliable	292.7	898.4	0.0%
	"Ravalli County, MT"	"30081"	"2015"	"2015"	"All Other Causes"	"O"	410	41373	991.0	895.1	1086.9	626.7	563.1	690.2	0.0%
	"Richland County, MT"	"30083"	"2015"	"2015"	"All Other Causes"	"O"	81	11960	677.3	537.8	841.8	681.2	538.5	850.2	0.0%
	"Roosevelt County, MT"	"30085"	"2015"	"2015"	"All Other Causes"	"O"	120	11476	1045.7	858.6	1232.8	1195.1	975.8	1414.4	0.0%
	"Rosebud County, MT"	"30087"	"2015"	"2015"	"All Other Causes"	"O"	88	9398	936.4	751.0	1153.6	919.3	732.2	1139.6	0.0%
	"Sanders County, MT"	"30089"	"2015"	"2015"	"All Other Causes"	"O"	152	11336	1340.9	1127.7	1554.0	820.7	676.8	964.7	0.0%
	"Sheridan County, MT"	"30091"	"2015"	"2015"	"All Other Causes"	"O"	57	3687	1546.0	1170.9	2003.0	911.2	669.5	1211.8	0.0%
	"Silver Bow County, MT"	"30093"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	10	34622	Unreliable	13.9	53.1	Unreliable	11.8	48.9	0.0%
	"Silver Bow County, MT"	"30093"	"2015"	"2015"	"All Other Causes"	"O"	427	34622	1233.3	1116.3	1350.3	918.0	828.5	1007.4	0.0%
	"Stillwater County, MT"	"30095"	"2015"	"2015"	"All Other Causes"	"O"	99	9486	1043.6	848.2	1270.6	767.3	615.4	945.3	0.0%
	"Sweet Grass County, MT"	"30097"	"2015"	"2015"	"All Other Causes"	"O"	41	3634	1128.2	809.6	1530.6	580.2	412.6	793.1	0.0%
	"Teton County, MT"	"30099"	"2015"	"2015"	"All Other Causes"	"O"	53	6104	868.3	650.4	1135.7	531.6	384.7	716.1	0.0%
	"Toole County, MT"	"30101"	"2015"	"2015"	"All Other Causes"	"O"	56	5087	1100.8	831.6	1429.5	851.5	637.9	1113.8	0.0%
	"Treasure County, MT"	"30103"	"2015"	"2015"	"All Other Causes"	"O"	12	697	Unreliable	889.6	3007.4	Unreliable	373.6	2215.8	0.0%
	"Valley County, MT"	"30105"	"2015"	"2015"	"All Other Causes"	"O"	86	7659	1122.9	898.1	1386.7	678.6	536.4	846.9	0.0%
	"Wheatland County, MT"	"30107"	"2015"	"2015"	"All Other Causes"	"O"	27	2110	1279.6	843.3	1861.8	809.0	512.8	1213.8	0.0%
	"Wibaux County, MT"	"30109"	"2015"	"2015"	"All Other Causes"	"O"	20	1130	1769.9	1081.1	2733.5	739.6	438.3	1168.9	0.0%
	"Yellowstone County, MT"	"30111"	"2015"	"2015"	"Drug-Induced Causes"	"D"	32	157048	20.4	13.9	28.8	21.2	14.4	30.1	0.0%
	"Yellowstone County, MT"	"30111"	"2015"	"2015"	"Alcohol-Induced Causes"	"A"	31	157048	19.7	13.4	28.0	17.1	11.4	24.5	0.0%
	"Yellowstone County, MT"	"30111"	"2015"	"2015"	"All Other Causes"	"O"	1435	157048	913.7	866.5	961.0	733.7	694.8	772.6	0.1%
	"Adams County, NE"	"31001"	"2015"	"2015"	"All Other Causes"	"O"	305	31587	965.6	857.2	1074.0	718.2	634.4	802.0	0.0%
	"Antelope County, NE"	"31003"	"2015"	"2015"	"All Other Causes"	"O"	85	6414	1325.2	1058.5	1638.7	717.9	561.7	904.0	0.0%
	"Boone County, NE"	"31011"	"2015"	"2015"	"All Other Causes"	"O"	74	5315	1392.3	1093.3	1747.9	678.3	523.5	864.5	0.0%
	"Box Butte County, NE"	"31013"	"2015"	"2015"	"All Other Causes"	"O"	115	11337	1014.4	829.0	1199.8	771.8	623.9	919.7	0.0%
	"Boyd County, NE"	"31015"	"2015"	"2015"	"All Other Causes"	"O"	34	2006	1694.9	1173.8	2368.5	756.9	498.8	1101.2	0.0%
	"Brown County, NE"	"31017"	"2015"	"2015"	"All Other Causes"	"O"	36	2946	1222.0	855.9	1691.8	624.6	424.4	886.5	0.0%
	"Buffalo County, NE"	"31019"	"2015"	"2015"	"All Other Causes"	"O"	350	48863	716.3	641.2	791.3	644.3	575.2	713.4	0.0%
	"Burt County, NE"	"31021"	"2015"	"2015"	"All Other Causes"	"O"	90	6585	1366.7	1099.0	1680.0	735.0	575.1	925.6	0.0%
	"Butler County, NE"	"31023"	"2015"	"2015"	"All Other Causes"	"O"	113	8115	1392.5	1135.7	1649.2	791.9	637.8	946.0	0.0%
	"Cass County, NE"	"31025"	"2015"	"2015"	"All Other Causes"	"O"	240	25512	940.7	821.7	1059.8	741.6	645.3	837.9	0.0%
	"Cedar County, NE"	"31027"	"2015"	"2015"	"All Other Causes"	"O"	112	8564	1307.8	1065.6	1550.0	702.0	564.2	839.9	0.0%
	"Chase County, NE"	"31029"	"2015"	"2015"	"All Other Causes"	"O"	53	3956	1339.7	1003.6	1752.4	742.3	545.4	987.1	0.0%
	"Cherry County, NE"	"31031"	"2015"	"2015"	"All Other Causes"	"O"	64	5848	1094.4	842.8	1397.5	638.2	480.8	830.7	0.0%
	"Cheyenne County, NE"	"31033"	"2015"	"2015"	"All Other Causes"	"O"	83	10167	816.4	650.2	1012.0	575.3	453.3	720.1	0.0%
	"Clay County, NE"	"31035"	"2015"	"2015"	"All Other Causes"	"O"	81	6309	1283.9	1019.6	1595.7	813.4	640.9	1018.1	0.0%
	"Colfax County, NE"	"31037"	"2015"	"2015"	"All Other Causes"	"O"	84	10520	798.5	636.9	988.6	702.3	558.5	871.7	0.0%
