"Notes"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2000"	"2000"	425	281421906	0.2	0.2
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2001"	"2001"	347	284968955	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2002"	"2002"	386	287625193	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2003"	"2003"	421	290107933	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2004"	"2004"	319	292805298	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2005"	"2005"	404	295516599	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2006"	"2006"	297	298379912	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2007"	"2007"	255	301231207	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2008"	"2008"	284	304093966	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2009"	"2009"	272	306771529	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2010"	"2010"	213	308745538	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2011"	"2011"	247	311591917	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2012"	"2012"	239	313914040	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2013"	"2013"	285	316128839	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2014"	"2014"	289	318857056	0.1	0.1
	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	"2015"	"2015"	309	321418820	0.1	0.1
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"1999"	"1999"	124181	279040168	44.5	45.4
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2000"	"2000"	122009	281421906	43.4	44.2
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2001"	"2001"	123013	284968955	43.2	43.9
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2002"	"2002"	124816	287625193	43.4	43.9
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2003"	"2003"	126382	290107933	43.6	43.7
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2004"	"2004"	121987	292805298	41.7	41.6
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2005"	"2005"	130933	295516599	44.3	43.9
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2006"	"2006"	124583	298379912	41.8	41.0
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2007"	"2007"	127924	301231207	42.5	41.3
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2008"	"2008"	141090	304093966	46.4	44.7
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2009"	"2009"	137353	306771529	44.8	42.7
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2010"	"2010"	138080	308745538	44.7	42.2
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2011"	"2011"	142943	311591917	45.9	42.5
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2012"	"2012"	143489	313914040	45.7	41.6
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2013"	"2013"	149205	316128839	47.2	42.1
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2014"	"2014"	147101	318857056	46.1	40.5
	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	"2015"	"2015"	155041	321418820	48.2	41.6
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"1999"	"1999"	1113	279040168	0.4	0.4
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2000"	"2000"	1161	281421906	0.4	0.4
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2001"	"2001"	1136	284968955	0.4	0.4
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2002"	"2002"	1114	287625193	0.4	0.4
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2003"	"2003"	1114	290107933	0.4	0.4
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2004"	"2004"	1033	292805298	0.4	0.4
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2005"	"2005"	1007	295516599	0.3	0.3
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2006"	"2006"	924	298379912	0.3	0.3
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2007"	"2007"	915	301231207	0.3	0.3
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2008"	"2008"	908	304093966	0.3	0.3
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2009"	"2009"	841	306771529	0.3	0.3
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2010"	"2010"	845	308745538	0.3	0.3
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2011"	"2011"	773	311591917	0.2	0.2
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2012"	"2012"	765	313914040	0.2	0.2
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2013"	"2013"	806	316128839	0.3	0.2
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2014"	"2014"	737	318857056	0.2	0.2
	"Non-Injury: Pneumoconioses and chemical effects"	"GR113-087"	"2015"	"2015"	728	321418820	0.2	0.2
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"1999"	"1999"	15268	279040168	5.5	5.6
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2000"	"2000"	16636	281421906	5.9	6.0
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2001"	"2001"	17301	284968955	6.1	6.2
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2002"	"2002"	17593	287625193	6.1	6.2
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2003"	"2003"	17335	290107933	6.0	6.0
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2004"	"2004"	16780	292805298	5.7	5.7
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2005"	"2005"	17279	295516599	5.8	5.8
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2006"	"2006"	16887	298379912	5.7	5.5
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2007"	"2007"	16988	301231207	5.6	5.4
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2008"	"2008"	16608	304093966	5.5	5.2
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2009"	"2009"	15948	306771529	5.2	4.9
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2010"	"2010"	17011	308745538	5.5	5.1
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2011"	"2011"	18195	311591917	5.8	5.3
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2012"	"2012"	17897	313914040	5.7	5.1
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2013"	"2013"	18579	316128839	5.9	5.2
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2014"	"2014"	18792	318857056	5.9	5.1
	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	"2015"	"2015"	19803	321418820	6.2	5.3
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"1999"	"1999"	25031	279040168	9.0	9.2
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2000"	"2000"	25535	281421906	9.1	9.2
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2001"	"2001"	26178	284968955	9.2	9.3
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2002"	"2002"	25039	287625193	8.7	8.8
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2003"	"2003"	25520	290107933	8.8	8.8
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2004"	"2004"	27310	292805298	9.3	9.3
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2005"	"2005"	27056	295516599	9.2	9.1
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2006"	"2006"	27644	298379912	9.3	9.1
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2007"	"2007"	28508	301231207	9.5	9.2
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2008"	"2008"	29925	304093966	9.8	9.5
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2009"	"2009"	30530	306771529	10.0	9.5
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2010"	"2010"	31187	308745538	10.1	9.5
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2011"	"2011"	32758	311591917	10.5	9.7
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2012"	"2012"	33285	313914040	10.6	9.7
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2013"	"2013"	35217	316128839	11.1	10.0
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2014"	"2014"	36187	318857056	11.3	10.0
	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	"2015"	"2015"	38286	321418820	11.9	10.4
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"1999"	"1999"	24098	279040168	8.6	8.8
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2000"	"2000"	25016	281421906	8.9	9.0
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2001"	"2001"	25401	284968955	8.9	9.0
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2002"	"2002"	26539	287625193	9.2	9.2
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2003"	"2003"	27456	290107933	9.5	9.4
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2004"	"2004"	27123	292805298	9.3	9.1
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2005"	"2005"	28901	295516599	9.8	9.6
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2006"	"2006"	30333	298379912	10.2	9.9
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2007"	"2007"	31652	301231207	10.5	10.1
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2008"	"2008"	33056	304093966	10.9	10.4
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2009"	"2009"	33951	306771529	11.1	10.4
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2010"	"2010"	34972	308745538	11.3	10.6
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2011"	"2011"	36224	311591917	11.6	10.8
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2012"	"2012"	38181	313914040	12.2	11.1
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2013"	"2013"	41237	316128839	13.0	11.7
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2014"	"2014"	45205	318857056	14.2	12.6
	"Non-Injury: All other diseases (Residual)"	"GR113-111"	"2015"	"2015"	51424	321418820	16.0	14.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"1999"	"1999"	81	279040168	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2000"	"2000"	85	281421906	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2001"	"2001"	78	284968955	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2002"	"2002"	106	287625193	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2003"	"2003"	78	290107933	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2004"	"2004"	113	292805298	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2005"	"2005"	111	295516599	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2006"	"2006"	82	298379912	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2007"	"2007"	119	301231207	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2008"	"2008"	110	304093966	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2009"	"2009"	107	306771529	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2010"	"2010"	79	308745538	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2011"	"2011"	87	311591917	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2012"	"2012"	64	313914040	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2013"	"2013"	344	316128839	0.1	0.1
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2014"	"2014"	75	318857056	0.0	0.0
	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	"2015"	"2015"	109	321418820	0.0	0.0
"---"
"Dataset: Compressed Mortality, 1999-2015"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Age Group: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 Codes: C00-D48 (Neoplasms), G00-G98 (Diseases of the nervous system), I00-I99 (Diseases of the circulatory system),"
"J00-J98 (Diseases of the respiratory system), V01-V99 (Transport accidents), W00-X59 (Other external causes of accidental"
"injury), X60-X84 (Intentional self-harm), X85-Y09 (Assault), Y10-Y34 (Event of undetermined intent), Y85-Y89 (Sequelae of"
"external causes of morbidity and mortality)"
"Race: All"
"States: All"
"Year: All, 1999 to 2015"
"Group By: Injury Mechanism & All Other Leading Causes, Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: False"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Dec 3, 2017 10:04:04 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1999-2015 on CDC WONDER Online Database, released December 2016. Data are from the Compressed Mortality File 1999-2015 Series 20"
"No. 2U, 2016, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on Dec 3, 2017 10:04:04 AM"
"---"
Messages:
"1. Selections made to any variable in [ICD-10 Codes, ICD-10 113 Groups, Injury Mechanism & All Other Leading Causes] cause"
"equivalent selections in the other variables. More Information: http://wonder.cdc.gov/wonder/help/faq.html#related-variables."
"---"
Caveats:
"1. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"2. About national population figures: population figures for 1999 are from the 1990-1999 series of bridged-race intercensal"
"estimates of the July 1 resident population; population figures for 2000 and 2010 are bridged-race April 1 census counts;"
"population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race intercensal estimates of the July 1"
"resident population; population figures for 2011 are bridged-race postcensal estimates of the July 1 resident population, from"
"the Vintage 2011 series released by NCHS on July 18, 2012; population figures for 2012 are bridged-race postcensal estimates of"
"the July 1 resident population, from the Vintage 2012 series released by NCHS on June 13, 2013; population figures for 2013 are"
"bridged-race postcensal estimates of the July 1 resident population, from the Vintage 2013 series released by NCHS on June 26,"
"2014; population figures for 2014 are bridged-race postcensal estimates of the July 1 resident population, from the Vintage 2014"
"series released by NCHS on June 30, 2015. and population figures for 2015 are bridged-race postcensal estimates of the July 1"
"resident population, from the Vintage 2015 series released by NCHS on June 28, 2016. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Population Information."
"3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"4. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2000 Standard Population."
"5. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Age-Adjusted Rates."
"6. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"7. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2014-Revision."
"8. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/cmf.html#California-Reporting-Anomalies."
"9. Circumstances in Georgia for the years 2008-2009 have resulted in unusually high death counts for the ICD-10 cause of death"
"code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data. More"
"information: http://wonder.cdc.gov/wonder/help/cmf.html#Georgia-Reporting-Anomalies."
"10. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death"
"code R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10"
"codes, most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/cmf.html#New-Jersey-Reporting-Anomalies."
