State,Year,Age Group,Gender,Deaths,Population,Crude Rate,rate_unreliable,code
Michigan,2002.0,35-44 years,Female,103.0,778516.0,13.2,0,MI
Michigan,2002.0,35-44 years,Male,164.0,770068.0,21.3,0,MI
Michigan,2002.0,45-54 years,Female,88.0,731119.0,12.0,0,MI
Michigan,2002.0,45-54 years,Male,138.0,710707.0,19.4,0,MI
Michigan,2002.0,55-64 years,Female,34.0,482224.0,7.1,0,MI
Michigan,2002.0,55-64 years,Male,20.0,457154.0,4.4,0,MI
Michigan,2003.0,20-24 years,Male,23.0,351000.0,6.6,0,MI
Michigan,2003.0,25-34 years,Female,43.0,641301.0,6.7,0,MI
Michigan,2003.0,25-34 years,Male,70.0,642953.0,10.9,0,MI
Michigan,2003.0,35-44 years,Female,115.0,762546.0,15.1,0,MI
Michigan,2003.0,35-44 years,Male,152.0,755023.0,20.1,0,MI
Michigan,2003.0,45-54 years,Female,106.0,743567.0,14.3,0,MI
Michigan,2003.0,45-54 years,Male,136.0,723008.0,18.8,0,MI
Michigan,2003.0,55-64 years,Female,27.0,504040.0,5.4,0,MI
Michigan,2003.0,55-64 years,Male,34.0,477879.0,7.1,0,MI
Michigan,2004.0,15-19 years,Male,25.0,379916.0,6.6,0,MI
Michigan,2004.0,20-24 years,Female,16.0,342633.0,4.7,1,MI
Michigan,2004.0,20-24 years,Male,37.0,350901.0,10.5,0,MI
Michigan,2004.0,25-34 years,Female,44.0,632098.0,7.0,0,MI
Michigan,2004.0,25-34 years,Male,112.0,632494.0,17.7,0,MI
Michigan,2004.0,35-44 years,Female,110.0,748309.0,14.7,0,MI
Michigan,2004.0,35-44 years,Male,155.0,741879.0,20.9,0,MI
Michigan,2004.0,45-54 years,Female,111.0,754804.0,14.7,0,MI
Michigan,2004.0,45-54 years,Male,166.0,733663.0,22.6,0,MI
Michigan,2004.0,55-64 years,Female,26.0,525777.0,4.9,0,MI
Michigan,2004.0,55-64 years,Male,26.0,498534.0,5.2,0,MI
Michigan,2004.0,75-84 years,Male,10.0,184112.0,5.4,1,MI
Michigan,2005.0,15-19 years,Male,18.0,386090.0,4.7,1,MI
Michigan,2005.0,20-24 years,Female,17.0,339954.0,5.0,1,MI
Michigan,2005.0,20-24 years,Male,55.0,350134.0,15.7,0,MI
Michigan,2005.0,25-34 years,Female,66.0,622185.0,10.6,0,MI
Michigan,2005.0,25-34 years,Male,114.0,621193.0,18.4,0,MI
Michigan,2005.0,35-44 years,Female,111.0,735341.0,15.1,0,MI
Michigan,2005.0,35-44 years,Male,153.0,729471.0,21.0,0,MI
Michigan,2005.0,45-54 years,Female,144.0,764383.0,18.8,0,MI
Michigan,2005.0,45-54 years,Male,196.0,742335.0,26.4,0,MI
Michigan,2005.0,55-64 years,Female,34.0,547546.0,6.2,0,MI
Michigan,2005.0,55-64 years,Male,42.0,519514.0,8.1,0,MI
Michigan,2006.0,15-19 years,Male,14.0,390161.0,3.6,1,MI
Michigan,2006.0,20-24 years,Female,29.0,335277.0,8.6,0,MI
Michigan,2006.0,20-24 years,Male,69.0,346960.0,19.9,0,MI
Michigan,2006.0,25-34 years,Female,60.0,610828.0,9.8,0,MI
Michigan,2006.0,25-34 years,Male,160.0,608228.0,26.3,0,MI
Michigan,2006.0,35-44 years,Female,129.0,722770.0,17.8,0,MI
Michigan,2006.0,35-44 years,Male,194.0,716929.0,27.1,0,MI
Michigan,2006.0,45-54 years,Female,143.0,770810.0,18.6,0,MI
Michigan,2006.0,45-54 years,Male,213.0,748719.0,28.4,0,MI
Michigan,2006.0,55-64 years,Female,59.0,569336.0,10.4,0,MI
Michigan,2006.0,55-64 years,Male,59.0,539929.0,10.9,0,MI
Michigan,2006.0,65-74 years,Female,12.0,345995.0,3.5,1,MI
Michigan,2007.0,15-19 years,Male,21.0,392652.0,5.3,0,MI
Michigan,2007.0,20-24 years,Female,25.0,330701.0,7.6,0,MI
Michigan,2007.0,20-24 years,Male,62.0,340965.0,18.2,0,MI
Michigan,2007.0,25-34 years,Female,51.0,600070.0,8.5,0,MI
Michigan,2007.0,25-34 years,Male,144.0,597843.0,24.1,0,MI
Michigan,2007.0,35-44 years,Female,114.0,705694.0,16.2,0,MI
Michigan,2007.0,35-44 years,Male,180.0,697454.0,25.8,0,MI
Michigan,2007.0,45-54 years,Female,195.0,773683.0,25.2,0,MI
Michigan,2007.0,45-54 years,Male,243.0,751000.0,32.4,0,MI
Michigan,2007.0,55-64 years,Female,48.0,588434.0,8.2,0,MI
Michigan,2007.0,55-64 years,Male,82.0,558423.0,14.7,0,MI
Michigan,2007.0,65-74 years,Female,15.0,353860.0,4.2,1,MI
Michigan,2007.0,65-74 years,Male,16.0,306374.0,5.2,1,MI
Michigan,2007.0,75-84 years,Male,10.0,187454.0,5.3,1,MI
Michigan,2008.0,15-19 years,Female,13.0,370741.0,3.5,1,MI
Michigan,2008.0,15-19 years,Male,18.0,390935.0,4.6,1,MI
Michigan,2008.0,20-24 years,Female,28.0,328209.0,8.5,0,MI
Michigan,2008.0,20-24 years,Male,54.0,336581.0,16.0,0,MI
Michigan,2008.0,25-34 years,Female,64.0,591411.0,10.8,0,MI
Michigan,2008.0,25-34 years,Male,161.0,589133.0,27.3,0,MI
Michigan,2008.0,35-44 years,Female,113.0,683270.0,16.5,0,MI
Michigan,2008.0,35-44 years,Male,177.0,673403.0,26.3,0,MI
Michigan,2008.0,45-54 years,Female,185.0,773102.0,23.9,0,MI
Michigan,2008.0,45-54 years,Male,223.0,750535.0,29.7,0,MI
Michigan,2008.0,55-64 years,Female,69.0,603968.0,11.4,0,MI
Michigan,2008.0,55-64 years,Male,91.0,571808.0,15.9,0,MI
Michigan,2008.0,65-74 years,Female,16.0,367420.0,4.4,1,MI
Michigan,2008.0,65-74 years,Male,10.0,320984.0,3.1,1,MI
Michigan,2009.0,15-19 years,Male,26.0,385985.0,6.7,0,MI
Michigan,2009.0,20-24 years,Female,29.0,327501.0,8.9,0,MI
Michigan,2009.0,20-24 years,Male,70.0,335545.0,20.9,0,MI
Michigan,2009.0,25-34 years,Female,90.0,585377.0,15.4,0,MI
Michigan,2009.0,25-34 years,Male,174.0,582758.0,29.9,0,MI
Michigan,2009.0,35-44 years,Female,133.0,659369.0,20.2,0,MI
Michigan,2009.0,35-44 years,Male,205.0,648729.0,31.6,0,MI
Michigan,2009.0,45-54 years,Female,180.0,771370.0,23.3,0,MI
Michigan,2009.0,45-54 years,Male,285.0,748538.0,38.1,0,MI
Michigan,2009.0,55-64 years,Female,69.0,624795.0,11.0,0,MI
Michigan,2009.0,55-64 years,Male,98.0,591642.0,16.6,0,MI
Michigan,2009.0,65-74 years,Female,22.0,378303.0,5.8,0,MI
Michigan,2009.0,65-74 years,Male,21.0,332723.0,6.3,0,MI
Michigan,2009.0,75-84 years,Female,12.0,260960.0,4.6,1,MI
Michigan,2010.0,15-19 years,Male,28.0,379477.0,7.4,0,MI
Michigan,2010.0,20-24 years,Female,30.0,330503.0,9.1,0,MI
Michigan,2010.0,20-24 years,Male,75.0,338569.0,22.2,0,MI
Michigan,2010.0,25-34 years,Female,89.0,583316.0,15.3,0,MI
Michigan,2010.0,25-34 years,Male,169.0,580833.0,29.1,0,MI
Michigan,2010.0,35-44 years,Female,124.0,644653.0,19.2,0,MI
Michigan,2010.0,35-44 years,Male,160.0,633321.0,25.3,0,MI
Michigan,2010.0,45-54 years,Female,205.0,766230.0,26.8,0,MI
Michigan,2010.0,45-54 years,Male,224.0,743803.0,30.1,0,MI
Michigan,2010.0,55-64 years,Female,113.0,643360.0,17.6,0,MI
Michigan,2010.0,55-64 years,Male,112.0,608637.0,18.4,0,MI
Michigan,2010.0,65-74 years,Female,26.0,384673.0,6.8,0,MI
Michigan,2010.0,65-74 years,Male,11.0,340036.0,3.2,1,MI
Michigan,2011.0,15-19 years,Male,22.0,367406.0,6.0,0,MI
Michigan,2011.0,20-24 years,Female,32.0,343984.0,9.3,0,MI
Michigan,2011.0,20-24 years,Male,70.0,352430.0,19.9,0,MI
Michigan,2011.0,25-34 years,Female,110.0,585699.0,18.8,0,MI
Michigan,2011.0,25-34 years,Male,183.0,583675.0,31.4,0,MI
Michigan,2011.0,35-44 years,Female,137.0,626172.0,21.9,0,MI
Michigan,2011.0,35-44 years,Male,192.0,614336.0,31.3,0,MI
Michigan,2011.0,45-54 years,Female,155.0,752123.0,20.6,0,MI
Michigan,2011.0,45-54 years,Male,224.0,730366.0,30.7,0,MI
Michigan,2011.0,55-64 years,Female,102.0,672364.0,15.2,0,MI
Michigan,2011.0,55-64 years,Male,96.0,634495.0,15.1,0,MI
Michigan,2011.0,65-74 years,Female,17.0,395278.0,4.3,1,MI
Michigan,2011.0,65-74 years,Male,19.0,351058.0,5.4,1,MI
Michigan,2012.0,15-19 years,Male,15.0,359065.0,4.2,1,MI
Michigan,2012.0,20-24 years,Female,34.0,353149.0,9.6,0,MI
Michigan,2012.0,20-24 years,Male,68.0,363075.0,18.7,0,MI
Michigan,2012.0,25-34 years,Female,127.0,587781.0,21.6,0,MI
Michigan,2012.0,25-34 years,Male,186.0,587700.0,31.6,0,MI
Michigan,2012.0,35-44 years,Female,121.0,615393.0,19.7,0,MI
Michigan,2012.0,35-44 years,Male,157.0,604426.0,26.0,0,MI
Michigan,2012.0,45-54 years,Female,173.0,736556.0,23.5,0,MI
Michigan,2012.0,45-54 years,Male,188.0,716817.0,26.2,0,MI
Michigan,2012.0,55-64 years,Female,83.0,681422.0,12.2,0,MI
Michigan,2012.0,55-64 years,Male,92.0,642218.0,14.3,0,MI
Michigan,2012.0,65-74 years,Female,16.0,421057.0,3.8,1,MI
Michigan,2012.0,65-74 years,Male,17.0,376050.0,4.5,1,MI
Michigan,2012.0,75-84 years,Female,10.0,255036.0,3.9,1,MI
Michigan,2013.0,15-19 years,Male,16.0,352003.0,4.5,1,MI
Michigan,2013.0,20-24 years,Female,37.0,358281.0,10.3,0,MI
Michigan,2013.0,20-24 years,Male,83.0,369361.0,22.5,0,MI
Michigan,2013.0,25-34 years,Female,104.0,592619.0,17.5,0,MI
Michigan,2013.0,25-34 years,Male,234.0,594400.0,39.4,0,MI
Michigan,2013.0,35-44 years,Female,138.0,607678.0,22.7,0,MI
Michigan,2013.0,35-44 years,Male,177.0,596576.0,29.7,0,MI
Michigan,2013.0,45-54 years,Female,199.0,720550.0,27.6,0,MI
Michigan,2013.0,45-54 years,Male,239.0,702210.0,34.0,0,MI
Michigan,2013.0,55-64 years,Female,112.0,693486.0,16.2,0,MI
Michigan,2013.0,55-64 years,Male,146.0,653499.0,22.3,0,MI
Michigan,2013.0,65-74 years,Female,18.0,440990.0,4.1,1,MI
Michigan,2013.0,65-74 years,Male,19.0,394628.0,4.8,1,MI
Michigan,2014.0,15-19 years,Male,17.0,346350.0,4.9,1,MI
Michigan,2014.0,20-24 years,Female,38.0,359689.0,10.6,0,MI
Michigan,2014.0,20-24 years,Male,86.0,372038.0,23.1,0,MI
Michigan,2014.0,25-34 years,Female,131.0,598561.0,21.9,0,MI
Michigan,2014.0,25-34 years,Male,244.0,603928.0,40.4,0,MI
Michigan,2014.0,35-44 years,Female,162.0,600766.0,27.0,0,MI
Michigan,2014.0,35-44 years,Male,220.0,589731.0,37.3,0,MI
Michigan,2014.0,45-54 years,Female,189.0,706736.0,26.7,0,MI
Michigan,2014.0,45-54 years,Male,264.0,689772.0,38.3,0,MI
Michigan,2014.0,55-64 years,Female,138.0,703330.0,19.6,0,MI
Michigan,2014.0,55-64 years,Male,172.0,663435.0,25.9,0,MI
Michigan,2014.0,65-74 years,Female,33.0,460461.0,7.2,0,MI
Michigan,2014.0,65-74 years,Male,32.0,411652.0,7.8,0,MI
Michigan,2015.0,15-19 years,Female,12.0,327635.0,3.7,1,MI
Michigan,2015.0,15-19 years,Male,18.0,342918.0,5.2,1,MI
Michigan,2015.0,20-24 years,Female,46.0,352851.0,13.0,0,MI
Michigan,2015.0,20-24 years,Male,88.0,366688.0,24.0,0,MI
Michigan,2015.0,25-34 years,Female,153.0,607315.0,25.2,0,MI
Michigan,2015.0,25-34 years,Male,299.0,616093.0,48.5,0,MI
Michigan,2015.0,35-44 years,Female,159.0,592856.0,26.8,0,MI
Michigan,2015.0,35-44 years,Male,259.0,582605.0,44.5,0,MI
Michigan,2015.0,45-54 years,Female,226.0,694838.0,32.5,0,MI
Michigan,2015.0,45-54 years,Male,285.0,679590.0,41.9,0,MI
Michigan,2015.0,55-64 years,Female,150.0,712124.0,21.1,0,MI
Michigan,2015.0,55-64 years,Male,186.0,671762.0,27.7,0,MI
Michigan,2015.0,65-74 years,Female,30.0,478492.0,6.3,0,MI
Michigan,2015.0,65-74 years,Male,41.0,428648.0,9.6,0,MI
Minnesota,1999.0,25-34 years,Male,15.0,341617.0,4.4,1,MN
Minnesota,1999.0,35-44 years,Female,21.0,408256.0,5.1,0,MN
Minnesota,1999.0,35-44 years,Male,29.0,414785.0,7.0,0,MN
Minnesota,1999.0,45-54 years,Female,11.0,320338.0,3.4,1,MN
Minnesota,1999.0,45-54 years,Male,17.0,323007.0,5.3,1,MN
Minnesota,2000.0,25-34 years,Female,10.0,332411.0,3.0,1,MN
Minnesota,2000.0,25-34 years,Male,13.0,340506.0,3.8,1,MN
Minnesota,2000.0,35-44 years,Female,16.0,408680.0,3.9,1,MN
Minnesota,2000.0,35-44 years,Male,37.0,414988.0,8.9,0,MN
Minnesota,2000.0,45-54 years,Female,11.0,331007.0,3.3,1,MN
Minnesota,2000.0,45-54 years,Male,17.0,334340.0,5.1,1,MN
Minnesota,2001.0,20-24 years,Male,10.0,170710.0,5.9,1,MN
Minnesota,2001.0,25-34 years,Male,20.0,337706.0,5.9,0,MN
Minnesota,2001.0,35-44 years,Female,14.0,407337.0,3.4,1,MN
Minnesota,2001.0,35-44 years,Male,39.0,412806.0,9.4,0,MN
Minnesota,2001.0,45-54 years,Female,23.0,348179.0,6.6,0,MN
Minnesota,2001.0,45-54 years,Male,39.0,351903.0,11.1,0,MN
Minnesota,2002.0,20-24 years,Male,10.0,177083.0,5.6,1,MN
Minnesota,2002.0,25-34 years,Female,11.0,326706.0,3.4,1,MN
Minnesota,2002.0,25-34 years,Male,20.0,336386.0,5.9,0,MN
Minnesota,2002.0,35-44 years,Female,21.0,401486.0,5.2,0,MN
Minnesota,2002.0,35-44 years,Male,47.0,406602.0,11.6,0,MN
Minnesota,2002.0,45-54 years,Female,19.0,354980.0,5.4,1,MN
Minnesota,2002.0,45-54 years,Male,41.0,358707.0,11.4,0,MN
Minnesota,2003.0,20-24 years,Male,16.0,183427.0,8.7,1,MN
Minnesota,2003.0,25-34 years,Female,14.0,325334.0,4.3,1,MN
Minnesota,2003.0,25-34 years,Male,23.0,334902.0,6.9,0,MN
Minnesota,2003.0,35-44 years,Female,27.0,393813.0,6.9,0,MN
Minnesota,2003.0,35-44 years,Male,46.0,399188.0,11.5,0,MN
Minnesota,2003.0,45-54 years,Female,28.0,364167.0,7.7,0,MN
Minnesota,2003.0,45-54 years,Male,42.0,367673.0,11.4,0,MN
Minnesota,2003.0,55-64 years,Female,16.0,237171.0,6.7,1,MN
Minnesota,2003.0,55-64 years,Male,11.0,230401.0,4.8,1,MN
Minnesota,2004.0,25-34 years,Female,15.0,324173.0,4.6,1,MN
Minnesota,2004.0,25-34 years,Male,34.0,334395.0,10.2,0,MN
Minnesota,2004.0,35-44 years,Female,32.0,386990.0,8.3,0,MN
Minnesota,2004.0,35-44 years,Male,42.0,392648.0,10.7,0,MN
Minnesota,2004.0,45-54 years,Female,29.0,373503.0,7.8,0,MN
Minnesota,2004.0,45-54 years,Male,53.0,376626.0,14.1,0,MN
Minnesota,2004.0,55-64 years,Female,15.0,248042.0,6.0,1,MN
Minnesota,2004.0,55-64 years,Male,14.0,241258.0,5.8,1,MN
Minnesota,2005.0,20-24 years,Male,15.0,186726.0,8.0,1,MN
Minnesota,2005.0,25-34 years,Female,17.0,323628.0,5.3,1,MN
Minnesota,2005.0,25-34 years,Male,31.0,334693.0,9.3,0,MN
Minnesota,2005.0,35-44 years,Female,34.0,379838.0,9.0,0,MN
Minnesota,2005.0,35-44 years,Male,49.0,385622.0,12.7,0,MN
Minnesota,2005.0,45-54 years,Female,26.0,382568.0,6.8,0,MN
Minnesota,2005.0,45-54 years,Male,66.0,385124.0,17.1,0,MN
Minnesota,2005.0,55-64 years,Female,10.0,259356.0,3.9,1,MN
Minnesota,2005.0,55-64 years,Male,11.0,253056.0,4.3,1,MN
Minnesota,2006.0,20-24 years,Male,11.0,187696.0,5.9,1,MN
Minnesota,2006.0,25-34 years,Female,12.0,324795.0,3.7,1,MN
Minnesota,2006.0,25-34 years,Male,45.0,336673.0,13.4,0,MN
Minnesota,2006.0,35-44 years,Female,36.0,372972.0,9.7,0,MN
Minnesota,2006.0,35-44 years,Male,46.0,378412.0,12.2,0,MN
Minnesota,2006.0,45-54 years,Female,34.0,390978.0,8.7,0,MN
Minnesota,2006.0,45-54 years,Male,68.0,392868.0,17.3,0,MN
Minnesota,2006.0,55-64 years,Female,17.0,271041.0,6.3,1,MN
Minnesota,2006.0,55-64 years,Male,19.0,265350.0,7.2,1,MN
Minnesota,2007.0,20-24 years,Male,18.0,184998.0,9.7,1,MN
Minnesota,2007.0,25-34 years,Female,10.0,333630.0,3.0,1,MN
Minnesota,2007.0,25-34 years,Male,28.0,344674.0,8.1,0,MN
Minnesota,2007.0,35-44 years,Female,39.0,363752.0,10.7,0,MN
Minnesota,2007.0,35-44 years,Male,56.0,369332.0,15.2,0,MN
Minnesota,2007.0,45-54 years,Female,45.0,396550.0,11.3,0,MN
Minnesota,2007.0,45-54 years,Male,59.0,398214.0,14.8,0,MN
Minnesota,2007.0,55-64 years,Female,19.0,283489.0,6.7,1,MN
Minnesota,2007.0,55-64 years,Male,35.0,277634.0,12.6,0,MN
Minnesota,2008.0,20-24 years,Male,19.0,183930.0,10.3,1,MN
Minnesota,2008.0,25-34 years,Female,21.0,341500.0,6.1,0,MN
Minnesota,2008.0,25-34 years,Male,57.0,352362.0,16.2,0,MN
Minnesota,2008.0,35-44 years,Female,43.0,352845.0,12.2,0,MN
Minnesota,2008.0,35-44 years,Male,46.0,358985.0,12.8,0,MN
Minnesota,2008.0,45-54 years,Female,58.0,401674.0,14.4,0,MN
Minnesota,2008.0,45-54 years,Male,73.0,402255.0,18.1,0,MN
Minnesota,2008.0,55-64 years,Female,19.0,293878.0,6.5,1,MN
Minnesota,2008.0,55-64 years,Male,23.0,288277.0,8.0,0,MN
Minnesota,2009.0,15-19 years,Male,13.0,191253.0,6.8,1,MN
Minnesota,2009.0,20-24 years,Male,30.0,182116.0,16.5,0,MN
Minnesota,2009.0,25-34 years,Female,24.0,348790.0,6.9,0,MN
Minnesota,2009.0,25-34 years,Male,42.0,358682.0,11.7,0,MN
Minnesota,2009.0,35-44 years,Female,38.0,343594.0,11.1,0,MN
Minnesota,2009.0,35-44 years,Male,65.0,348606.0,18.6,0,MN
Minnesota,2009.0,45-54 years,Female,47.0,403760.0,11.6,0,MN
Minnesota,2009.0,45-54 years,Male,74.0,404720.0,18.3,0,MN
Minnesota,2009.0,55-64 years,Female,31.0,306834.0,10.1,0,MN
Minnesota,2009.0,55-64 years,Male,27.0,301423.0,9.0,0,MN
Minnesota,2010.0,20-24 years,Female,10.0,174926.0,5.7,1,MN
Minnesota,2010.0,20-24 years,Male,18.0,180725.0,10.0,1,MN
Minnesota,2010.0,25-34 years,Female,36.0,353475.0,10.2,0,MN
Minnesota,2010.0,25-34 years,Male,47.0,362111.0,13.0,0,MN
Minnesota,2010.0,35-44 years,Female,33.0,338045.0,9.8,0,MN
Minnesota,2010.0,35-44 years,Male,47.0,343049.0,13.7,0,MN
Minnesota,2010.0,45-54 years,Female,69.0,403647.0,17.1,0,MN
Minnesota,2010.0,45-54 years,Male,61.0,404251.0,15.1,0,MN
Minnesota,2010.0,55-64 years,Female,28.0,317283.0,8.8,0,MN
Minnesota,2010.0,55-64 years,Male,26.0,312081.0,8.3,0,MN
Minnesota,2011.0,15-19 years,Male,10.0,187917.0,5.3,1,MN
Minnesota,2011.0,20-24 years,Male,27.0,181003.0,14.9,0,MN
Minnesota,2011.0,25-34 years,Female,28.0,360511.0,7.8,0,MN
Minnesota,2011.0,25-34 years,Male,64.0,368629.0,17.4,0,MN
Minnesota,2011.0,35-44 years,Female,46.0,332059.0,13.9,0,MN
Minnesota,2011.0,35-44 years,Male,58.0,338424.0,17.1,0,MN
Minnesota,2011.0,45-54 years,Female,60.0,399881.0,15.0,0,MN
Minnesota,2011.0,45-54 years,Male,87.0,399457.0,21.8,0,MN
Minnesota,2011.0,55-64 years,Female,36.0,333908.0,10.8,0,MN
Minnesota,2011.0,55-64 years,Male,55.0,328952.0,16.7,0,MN
Minnesota,2011.0,65-74 years,Female,13.0,192408.0,6.8,1,MN
Minnesota,2012.0,20-24 years,Female,10.0,174747.0,5.7,1,MN
Minnesota,2012.0,20-24 years,Male,32.0,182340.0,17.5,0,MN
Minnesota,2012.0,25-34 years,Female,34.0,363989.0,9.3,0,MN
Minnesota,2012.0,25-34 years,Male,62.0,372174.0,16.7,0,MN
Minnesota,2012.0,35-44 years,Female,51.0,330213.0,15.4,0,MN
Minnesota,2012.0,35-44 years,Male,49.0,337446.0,14.5,0,MN
Minnesota,2012.0,45-54 years,Female,51.0,393555.0,13.0,0,MN
Minnesota,2012.0,45-54 years,Male,82.0,392965.0,20.9,0,MN
Minnesota,2012.0,55-64 years,Female,32.0,341011.0,9.4,0,MN
Minnesota,2012.0,55-64 years,Male,40.0,336099.0,11.9,0,MN
Minnesota,2012.0,65-74 years,Female,14.0,204784.0,6.8,1,MN
Minnesota,2013.0,15-19 years,Male,12.0,182785.0,6.6,1,MN
Minnesota,2013.0,20-24 years,Male,24.0,183630.0,13.1,0,MN
Minnesota,2013.0,25-34 years,Female,46.0,367012.0,12.5,0,MN
Minnesota,2013.0,25-34 years,Male,72.0,376363.0,19.1,0,MN
Minnesota,2013.0,35-44 years,Female,44.0,330381.0,13.3,0,MN
Minnesota,2013.0,35-44 years,Male,58.0,338328.0,17.1,0,MN
Minnesota,2013.0,45-54 years,Female,63.0,385839.0,16.3,0,MN
Minnesota,2013.0,45-54 years,Male,82.0,386057.0,21.2,0,MN
Minnesota,2013.0,55-64 years,Female,28.0,350328.0,8.0,0,MN
Minnesota,2013.0,55-64 years,Male,56.0,344808.0,16.2,0,MN
Minnesota,2014.0,20-24 years,Male,33.0,185184.0,17.8,0,MN
Minnesota,2014.0,25-34 years,Female,31.0,368843.0,8.4,0,MN
Minnesota,2014.0,25-34 years,Male,72.0,378661.0,19.0,0,MN
Minnesota,2014.0,35-44 years,Female,62.0,330541.0,18.8,0,MN
Minnesota,2014.0,35-44 years,Male,64.0,339605.0,18.8,0,MN
Minnesota,2014.0,45-54 years,Female,52.0,378491.0,13.7,0,MN
Minnesota,2014.0,45-54 years,Male,69.0,379717.0,18.2,0,MN
Minnesota,2014.0,55-64 years,Female,44.0,358879.0,12.3,0,MN
Minnesota,2014.0,55-64 years,Male,42.0,352842.0,11.9,0,MN
Minnesota,2014.0,65-74 years,Male,14.0,206899.0,6.8,1,MN
Minnesota,2015.0,20-24 years,Male,32.0,184881.0,17.3,0,MN
Minnesota,2015.0,25-34 years,Female,42.0,368068.0,11.4,0,MN
Minnesota,2015.0,25-34 years,Male,86.0,379075.0,22.7,0,MN
Minnesota,2015.0,35-44 years,Female,65.0,331577.0,19.6,0,MN
Minnesota,2015.0,35-44 years,Male,63.0,342121.0,18.4,0,MN
Minnesota,2015.0,45-54 years,Female,64.0,371283.0,17.2,0,MN
Minnesota,2015.0,45-54 years,Male,78.0,373171.0,20.9,0,MN
Minnesota,2015.0,55-64 years,Female,34.0,367042.0,9.3,0,MN
Minnesota,2015.0,55-64 years,Male,62.0,360929.0,17.2,0,MN
Minnesota,2015.0,65-74 years,Female,17.0,234931.0,7.2,1,MN
Minnesota,2015.0,65-74 years,Male,14.0,216974.0,6.5,1,MN
Mississippi,1999.0,35-44 years,Female,12.0,218646.0,5.5,1,MS
Mississippi,1999.0,35-44 years,Male,17.0,205967.0,8.3,1,MS
Mississippi,1999.0,45-54 years,Male,17.0,170376.0,10.0,1,MS
Mississippi,2000.0,25-34 years,Male,14.0,186286.0,7.5,1,MS
Mississippi,2000.0,35-44 years,Female,22.0,218586.0,10.1,0,MS
Mississippi,2000.0,35-44 years,Male,26.0,206148.0,12.6,0,MS
Mississippi,2000.0,45-54 years,Female,10.0,185686.0,5.4,1,MS
Mississippi,2000.0,45-54 years,Male,10.0,175743.0,5.7,1,MS
Mississippi,2001.0,20-24 years,Male,12.0,110990.0,10.8,1,MS
Mississippi,2001.0,25-34 years,Female,12.0,191471.0,6.3,1,MS
Mississippi,2001.0,25-34 years,Male,20.0,182991.0,10.9,0,MS
Mississippi,2001.0,35-44 years,Female,18.0,216027.0,8.3,1,MS
Mississippi,2001.0,35-44 years,Male,48.0,204399.0,23.5,0,MS
Mississippi,2001.0,45-54 years,Female,18.0,193842.0,9.3,1,MS
Mississippi,2001.0,45-54 years,Male,21.0,183630.0,11.4,0,MS
Mississippi,2002.0,20-24 years,Male,13.0,112727.0,11.5,1,MS
Mississippi,2002.0,25-34 years,Female,13.0,190284.0,6.8,1,MS
Mississippi,2002.0,25-34 years,Male,28.0,181881.0,15.4,0,MS
Mississippi,2002.0,35-44 years,Female,22.0,212342.0,10.4,0,MS
Mississippi,2002.0,35-44 years,Male,41.0,200962.0,20.4,0,MS
Mississippi,2002.0,45-54 years,Female,19.0,196467.0,9.7,1,MS
Mississippi,2002.0,45-54 years,Male,16.0,185940.0,8.6,1,MS
Mississippi,2003.0,20-24 years,Male,14.0,114061.0,12.3,1,MS
Mississippi,2003.0,25-34 years,Female,15.0,190089.0,7.9,1,MS
Mississippi,2003.0,25-34 years,Male,34.0,181049.0,18.8,0,MS
Mississippi,2003.0,35-44 years,Female,27.0,209044.0,12.9,0,MS
Mississippi,2003.0,35-44 years,Male,36.0,197652.0,18.2,0,MS
Mississippi,2003.0,45-54 years,Female,23.0,199820.0,11.5,0,MS
Mississippi,2003.0,45-54 years,Male,28.0,189427.0,14.8,0,MS
Mississippi,2004.0,20-24 years,Male,12.0,113564.0,10.6,1,MS
Mississippi,2004.0,25-34 years,Female,12.0,190964.0,6.3,1,MS
Mississippi,2004.0,25-34 years,Male,41.0,182286.0,22.5,0,MS
Mississippi,2004.0,35-44 years,Female,30.0,206656.0,14.5,0,MS
Mississippi,2004.0,35-44 years,Male,50.0,195674.0,25.6,0,MS
Mississippi,2004.0,45-54 years,Female,22.0,204157.0,10.8,0,MS
Mississippi,2004.0,45-54 years,Male,30.0,192455.0,15.6,0,MS
Mississippi,2005.0,20-24 years,Male,10.0,112143.0,8.9,1,MS
Mississippi,2005.0,25-34 years,Female,20.0,192084.0,10.4,0,MS
Mississippi,2005.0,25-34 years,Male,34.0,183372.0,18.5,0,MS
Mississippi,2005.0,35-44 years,Female,30.0,204517.0,14.7,0,MS
Mississippi,2005.0,35-44 years,Male,41.0,194054.0,21.1,0,MS
Mississippi,2005.0,45-54 years,Female,31.0,207824.0,14.9,0,MS
Mississippi,2005.0,45-54 years,Male,32.0,195782.0,16.3,0,MS
Mississippi,2005.0,55-64 years,Female,12.0,154990.0,7.7,1,MS
Mississippi,2006.0,20-24 years,Male,22.0,109262.0,20.1,0,MS
Mississippi,2006.0,25-34 years,Female,16.0,190773.0,8.4,1,MS
Mississippi,2006.0,25-34 years,Male,50.0,183032.0,27.3,0,MS
Mississippi,2006.0,35-44 years,Female,31.0,201723.0,15.4,0,MS
Mississippi,2006.0,35-44 years,Male,69.0,191538.0,36.0,0,MS
